Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Cornette R., Herrel A., Stoetzel E., Moulin S., Hutterer R., Denys C., Baylac M.","6506350460;7004374986;23111731600;7003453162;55965985900;7006755120;6701570331;","Specific information levels in relation to fragmentation patterns of shrew mandibles: Do fragments tell the same story?",2015,"Journal of Archaeological Science","53",,,"323","330",,13,"10.1016/j.jas.2014.10.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911059124&doi=10.1016%2fj.jas.2014.10.020&partnerID=40&md5=cc0a3d4704c96f5d3c9bf123c9ffdc46","UMR CNRS/MNHN/UPMC/EPHE 7205, Institut de Systématique, Evolution, Biodiversité (ISYEB), Muséum National d'Histoire Naturelle, 45 rue Buffon, Paris, 75005, France; UMS CNRS/MNHN 2700, Outils et Méthodes de la Systématique Intégrative, Plate-forme de morphométrie, 45 rue Buffon, Paris, 75005, France; UMR CNRS/MNHN 7179, Mécanismes adaptatifs: des organismes aux communautés, 57 rue Cuvier, Paris cedex 05, 75231, France; Ghent University, Evolutionary Morphology of Vertebrates, K.L. Ledeganckstraat 35, Gent, B-9000, Belgium; UMR CNRS/MNHN 7194, Histoire Naturelle de l'Homme Préhistorique, 1 Rue René Panhard, Paris, 75013, France; Zoologisches Forschungsmuseum Alexander Koenig, Section of Mammals, Adenauerallee 160, Bonn, 53113, Germany","Cornette, R., UMR CNRS/MNHN/UPMC/EPHE 7205, Institut de Systématique, Evolution, Biodiversité (ISYEB), Muséum National d'Histoire Naturelle, 45 rue Buffon, Paris, 75005, France, UMS CNRS/MNHN 2700, Outils et Méthodes de la Systématique Intégrative, Plate-forme de morphométrie, 45 rue Buffon, Paris, 75005, France; Herrel, A., UMR CNRS/MNHN 7179, Mécanismes adaptatifs: des organismes aux communautés, 57 rue Cuvier, Paris cedex 05, 75231, France, Ghent University, Evolutionary Morphology of Vertebrates, K.L. Ledeganckstraat 35, Gent, B-9000, Belgium; Stoetzel, E., UMR CNRS/MNHN 7194, Histoire Naturelle de l'Homme Préhistorique, 1 Rue René Panhard, Paris, 75013, France; Moulin, S., UMR CNRS/MNHN/UPMC/EPHE 7205, Institut de Systématique, Evolution, Biodiversité (ISYEB), Muséum National d'Histoire Naturelle, 45 rue Buffon, Paris, 75005, France; Hutterer, R., Zoologisches Forschungsmuseum Alexander Koenig, Section of Mammals, Adenauerallee 160, Bonn, 53113, Germany; Denys, C., UMR CNRS/MNHN/UPMC/EPHE 7205, Institut de Systématique, Evolution, Biodiversité (ISYEB), Muséum National d'Histoire Naturelle, 45 rue Buffon, Paris, 75005, France; Baylac, M., UMR CNRS/MNHN/UPMC/EPHE 7205, Institut de Systématique, Evolution, Biodiversité (ISYEB), Muséum National d'Histoire Naturelle, 45 rue Buffon, Paris, 75005, France, UMS CNRS/MNHN 2700, Outils et Méthodes de la Systématique Intégrative, Plate-forme de morphométrie, 45 rue Buffon, Paris, 75005, France","Archaeological or paleontological remains are often broken and consequently cannot be used as complete specimens, especially for species identification. Consequently, they are poorly studied, even if they could possess species-specific information. Here, we use mandibles of white-toothed shrews and a taphonomic pattern of fragmentation composed of seven pieces to test their validity in species assignment. Using an extant non-ambiguous reference sample of five species, we explore the specific assignments of fragments obtained by a k-NN method of classification, artificially derived from the complete mandible. To describe the form of each piece we use 2D anatomical landmarks and sliding semilandmarks that allow the quantification of objects with no or few true anatomical landmarks. Results show that small fragments still possess species-specific information that is nearly always enhanced when using sliding-landmarks. Moreover, morpho-functional aspects are detected that can affect the species-specific information contained in the fragments. © 2014 Elsevier Ltd.","Archaeozoology; Geometric morphometrics; Mammals; Species identification; Taphonomy","anatomy; archaeology; fragmentation; mammal; morphometry; taphonomy; zoology; Mammalia",Article,"Final",,Scopus,2-s2.0-84911059124
