Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Evin A., Cucchi T., Cardini A., Strand Vidarsdottir U., Larson G., Dobney K.","23977570900;6506822509;21933368100;55349385000;8280762100;6602595568;","The long and winding road: Identifying pig domestication through molar size and shape",2013,"Journal of Archaeological Science","40","1",,"735","743",,87,"10.1016/j.jas.2012.08.005",2-s2.0-84867907430
"Ervynck A., Dobney K., Hongo H., Meadow R.","","Born free? New evidence for the status of Sus scrofa at Neolithic Çayönü Tepesi (Southeastern Anatolia, Turkey)",2001,"Paléorient","27","2",,"47","73",,93,,2-s2.0-14844344481
"Favre E., Escarguel G., Suc J.-P., Vidal G., Thévenod L.","36090017000;7801427424;7103023781;23010322300;23010493500;","A contribution to deciphering the meaning of AP/NAP with respect to vegetation cover",2008,"Review of Palaeobotany and Palynology","148","1",,"13","35",,34,"10.1016/j.revpalbo.2007.08.003",2-s2.0-36349011458
"Groves C.","","Ancestors for the pigs: Taxonomy and phylogeny of the genus Sus",1981,"Ancestors for the Pigs: Taxonomy and Phylogeny of the Genus Sus",,,,"","",,75,,2-s2.0-0011024584
"Krause-Kyora B., Makarewicz C., Evin A., Flink L.G., Dobney K., Larson G., Hartz S., Schreiber S., Von Carnap-Bornheim C., Wurmb-Schwark N., Nebel A.","35725595200;12786139100;23977570900;55937006800;6602595568;8280762100;23979952900;7402870125;26037746000;6602780384;12776717800;","Use of domesticated pigs by Mesolithic hunter-gatherers in northwestern Europe",2013,"Nature Communications","4",, 2348,"","",,55,"10.1038/ncomms3348",2-s2.0-84891404948
"Larson G., Dobney K., Albarella U., Fang M., Matisoo-Smith E., Robins J., Lowden S., Finlayson H., Brand T., Willerslev E., Rowley-Conwy F., Andersson L., Cooper A.","8280762100;6602595568;8267110000;16306989900;6602155766;8584142300;6602593771;6602144694;8049103900;56273625000;8280761600;7403057299;35263632400;","Worldwide phylogeography of wild boar reveals multiple centers of pig domestication",2005,"Science","307","5715",,"1618","1621",,509,"10.1126/science.1106927",2-s2.0-20144362963
"Larson G., Albarella U., Dobney K., Rowley-Conwy P., Schibler J., Tresset A., Vigne J.-D., Edwards C.J., Schlumbaum A., Dinu A., Bǎlǎçsescu A., Dolman G., Tagliacozzo A., Manaseryan N., Miracle P., Van Wijngaarden-Bakker L., Masseti M., Bradley D.G., Cooper A.","8280762100;8267110000;6602595568;57204378841;11839895900;6506727552;7006603465;7403062043;14045945100;55901883800;22133645700;8503359500;24327886200;6504363518;8885138300;6508373196;6602890606;7403122733;35263632400;","Ancient DNA, pig domestication, and the spread of the Neolithic into Europe",2007,"Proceedings of the National Academy of Sciences of the United States of America","104","39",,"15276","15281",,292,"10.1073/pnas.0703411104",2-s2.0-34848916115
"Larson G., Burger J.","8280762100;12778968400;","A population genetics view of animal domestication",2013,"Trends in Genetics","29","4",,"197","205",,108,"10.1016/j.tig.2013.01.003",2-s2.0-84880514467
"Ludwig A., Pruvost M., Reissmann M., Benecke N., Brockmann G.A., Castaños P., Cieslak M., Lippold S., Llorente L., Malaspinas A.-S., Slatkin M., Hofreiter M.","55587432100;8643057900;36678065800;6507420597;7004913957;26533865100;26533824400;24766950900;26534699000;36772368200;57203643592;6701450663;","Coat color variation at the beginning of Horse domestication",2009,"Science","324","5926",,"485","",,170,"10.1126/science.1172750",2-s2.0-65449148743
"Mayer J.J., Novak J.M., Brisbin I.L.","","Evaluation of molar size as a basis for distinguishing wild boar from domestic swine: employing the present to decipher the past",1998,"Ancestors for the Pigs: Pigs in Prehistory","15",,,"39","53",,20,,2-s2.0-78049240059
"O'Regan H.J., Kitchener A.C.","6508040085;7004665755;","The effects of captivity on the morphology of captive, domesticated and feral mammals",2005,"Mammal Review","35","3-4",,"215","230",,117,"10.1111/j.1365-2907.2005.00070.x",2-s2.0-33744803475
"Ottoni C., Girdland Flink L., Evin A., Geörg C., De Cupere B., Van Neer W., Bartosiewicz L., Linderholm A., Barnett R., Peters J., Decorte R., Waelkens M., Vanderheyden N., Ricaut F.-X., Çakirlar C., Çevik Ö., Hoelzel A.R., Mashkour M., Mohaseb Karimlu A.F., Sheikhi Seno S., Daujat J., Brock F., Pinhasi R., Hongo H., Perez-Enciso M., Rasmussen M., Frantz L., Megens H.-J., Crooijmans R., Groenen M., Arbuckle B., Benecke N., Strand Vidarsdottir U., Burger J., Cucchi T., Dobney K., Larson G.","16836860100;55636124900;23977570900;57140428200;6506604649;55886485300;7003328048;24399317900;36776853100;7404190551;6701558321;6701539547;8625766700;6603261067;54977661200;57202509646;7004310137;23980277500;55915525100;55635986300;55635377900;7003530146;10041187600;7005444358;7004824708;56681765600;55470973700;6603423801;7003744396;55152322100;26033412600;6507420597;55349385000;12778968400;6506822509;6602595568;8280762100;","Pig domestication and human-mediated dispersal in western eurasia revealed through ancient DNA and geometric morphometrics",2013,"Molecular Biology and Evolution","30","4",,"824","832",,114,"10.1093/molbev/mss261",2-s2.0-84875580696
"Payne S., Bull G.","","Components of variation in measurements of pig bones and teeth, and the use of measurements to distinguish wild from domestic pig remains",1988,"Archaeozoologia","2","1-2",,"27","66",,106,,2-s2.0-0042000598
[No author name available],[No author id available],[No title available],2012,"R: A Language and Environment for Statistical Computing",,,,"","",,78973,,2-s2.0-84863304598
"Rohlf F.J.","","tpsDig version 2.17. Ecology and Evolution",1998,"TpsRelw. Ecology and Evolution, SUNY",,,,"","",,43,,2-s2.0-7544227815
"Rowley-Conwy P., Albarella U., Dobney K.","57204378841;8267110000;6602595568;","Distinguishing Wild Boar from Domestic Pigs in Prehistory: A Review of Approaches and Recent Results",2012,"Journal of World Prehistory","25","1",,"1","44",,53,"10.1007/s10963-012-9055-0",2-s2.0-84858599203
"Rütimeyer L.","",[No title available],1862,"Die Fauna der Pfahlbauten der Schweiz",,,,"","",,22,,2-s2.0-60949164323
"Schaaf A.","",[No title available],1953,"Beziehungen zwischen Körper-, Skelett- und Schädelmaßen und dem Ansatz von Fleisch und Fett beim Schwein - Wissenschaftliche Abhandlungen","2",,,"","",,1,,2-s2.0-84891476323
"Tukey J.W.","",[No title available],1977,"Exploratory Data Analysis",,,,"","",,9681,,2-s2.0-0003854151
"Trut L.N.","7003298627;","Early canid domestication: The farm-fox experiment: Foxes bred for tamability in a 40-year experiment exhibit remarkable transformations that suggest an interplay between behavioral genetics and development",1999,"American Scientist","87","2",,"160","169",,421,"10.1511/1999.2.160",2-s2.0-0001227499
"Von Den Driesch A.","",[No title available],1976,"A Guide to the Measurement of Animal Bones from Archaeological Sites",,,,"","",,862,,2-s2.0-0004114768
"Vigne J.-D., Peters J., Helmer D.","","The first steps of animal domestication: new archaeozoological approaches",2005,"The First Steps of Animal Domestication: New Archaeological Approaches",,,,"","",,21,,2-s2.0-60949356325
