Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Archer W., Pop C.M., Gunz P., McPherron S.P.","35085743300;55860417700;6506472733;6506777264;","What is Still Bay? Human biogeography and bifacial point variability",2016,"Journal of Human Evolution","97",,,"58","72",,16,"10.1016/j.jhevol.2016.05.007",2-s2.0-84974593556
"Archer W., Pop C.M., Rezek Z., Schlager S., Lin S.C., Weiss M., Dogandžić T., Desta D., McPherron S.P.","35085743300;55860417700;26647716500;48662907600;55579447400;57191361163;55597940400;23003880800;6506777264;","A geometric morphometric relationship predicts stone flake shape and size variability",2018,"Archaeological and Anthropological Sciences","10","8",,"1991","2003",,6,"10.1007/s12520-017-0517-2",2-s2.0-85041587804
"de Azevedo S., Charlin J., González-José R.","34972634100;26658892500;6602423911;","Identifying design and reduction effects on lithic projectile point shapes",2014,"Journal of Archaeological Science","41",,,"297","307",,26,"10.1016/j.jas.2013.08.013",2-s2.0-84884376430
"Barceló J.A.","36719178900;","Visual analysis in archaeology. An artificial intelligence approach",2010,"Lecture Notes in Earth Sciences","124",,,"93","156",,8,"10.1007/978-3-540-95853-6_5",2-s2.0-84945304030
"BINGHAM H.","57128890700;","TYPES OF MACHU PICCHU POTTERY",1915,"American Anthropologist","17","2",,"257","271",,9,"10.1525/aa.1915.17.2.02a00040",2-s2.0-79956765467
"Bookstein F.L.","7004606384;","Foundations of morphometrics.",1982,"Annual review of ecology and systematics. Volume 13",,,,"451","470",,102,,2-s2.0-0020374021
"Bookstein F.L.","",[No title available],1991,"Morphometric Tools for Landmark Data: Geometry and Biology",,,,"","",,3975,,2-s2.0-0003597817
"Bookstein F.L.","7004606384;","The Inappropriate Symmetries of Multivariate Statistical Analysis in Geometric Morphometrics",2016,"Evolutionary Biology","43","3",,"277","313",,18,"10.1007/s11692-016-9382-7",2-s2.0-84964326584
"Bookstein F.L., Slice D.E., Gunz P., Mitteroecker P.","7004606384;6603334019;6506472733;6507135382;","Anthropology takes control of morphometrics",2004,"Collegium Antropologicum","28","SUPPL. 2",,"121","132",,9,,2-s2.0-8644220479
"Buchanan B., Collard M.","11241802300;7102608373;","A geometric morphometrics-based assessment of blade shape differences among Paleoindian projectile point types from western North America",2010,"Journal of Archaeological Science","37","2",,"350","359",,71,"10.1016/j.jas.2009.09.047",2-s2.0-70449670300
"Buchanan B., Collard M., Hamilton M.J., O'Brien M.J.","11241802300;7102608373;8578778600;36128081000;","Points and prey: A quantitative test of the hypothesis that prey size influences early Paleoindian projectile point form",2011,"Journal of Archaeological Science","38","4",,"852","864",,47,"10.1016/j.jas.2010.11.007",2-s2.0-79251608170
"Buchanan B., Eren M.I., Boulanger M.T., O'Brien M.J.","11241802300;23975681200;15520464200;36128081000;","Size, shape, scars, and spatial patterning: A quantitative assessment of late Pleistocene (Clovis) point resharpening",2015,"Journal of Archaeological Science: Reports","3",,,"11","21",,24,"10.1016/j.jasrep.2015.05.011",2-s2.0-84929612436
"Buchanan B., Johnson E., Strauss R.E., Lewis P.J.","11241802300;7404680660;7202966775;7402869675;","A morphometric approach to assessing late Paleoindian projectile point variability on the southern High Plains",2007,"Plains Anthropologist","52","203",,"279","299",,19,"10.1179/pan.2007.019",2-s2.0-35748979699
"Buchanan B., O'Brien M.J., Collard M.","11241802300;36128081000;7102608373;","Continent-wide or region-specific? A geometric morphometrics-based assessment of variation in Clovis point shape",2014,"Archaeological and Anthropological Sciences","6","2",,"145","162",,66,"10.1007/s12520-013-0168-x",2-s2.0-84898651207
"Buchanan B., O'Brien M.J., Collard M.","11241802300;36128081000;7102608373;","A geometric morphometrics-based assessment of point types on the southern high plains during plainview times",2017,"Plainview: The Enigmatic Paleoindian Artifact Style of the Great Plains",,,,"274","284",,2,,2-s2.0-85058765113
"Byrne F., Proffitt T., Arroyo A., de la Torre I.","56816623100;55356895900;55356918200;6602367706;","A comparative analysis of bipolar and freehand experimental knapping products from Olduvai Gorge, Tanzania",2016,"Quaternary International","424",,,"58","68",,17,"10.1016/j.quaint.2015.08.018",2-s2.0-84940772782
"Cardillo M.","57212772096;","Some applications of geometric morphometrics to archaeology",2010,"Lecture Notes in Earth Sciences","124",,,"325","341",,35,"10.1007/978-3-540-95853-6_15",2-s2.0-85030431181
"Caruana M.V., Carvalho S., Braun D.R., Presnyakova D., Haslam M., Archer W., Bobe R., Harris J.W.K.","56428943400;23977799600;23972180300;56429690500;8779231000;35085743300;6603731660;55740177800;","Quantifying traces of tool use: A novel morphometric analysis of damage patterns on percussive tools",2014,"PLoS ONE","9","11", e113856,"","",,22,"10.1371/journal.pone.0113856",2-s2.0-84912084301
"Castiñeira C., Cardillo M., Charlin J., Baeza J.","7801358570;57212772096;26658892500;7006092781;","Geometric morphometric analysis in fish tail points of Uruguay [Analisis de morfometría geométrica en puntas cola de pescado del uruguay]",2011,"Latin American Antiquity","22","3",,"335","358",,30,"10.7183/1045-6635.22.3.335",2-s2.0-84876079639
"Charlin J., Cardillo M., Borrazzo K.","26658892500;57212772096;25921989800;","Spatial patterns in Late Holocene lithic projectile point technology of Tierra del Fuego (southern South America): Assessing size and shape changes",2014,"World Archaeology","46","1",,"78","100",,17,"10.1080/00438243.2014.890914",2-s2.0-84899486559
"Charlin J., González-José R.","26658892500;6602423911;","Size and shape variation in late Holocene projectile points of southern Patagonia: A geometric morphometry study",2012,"American Antiquity","77","2",,"221","242",,40,"10.7183/0002-7316.77.2.221",2-s2.0-84876075665
"Chitwood D.H.","14321196200;","Imitation, genetic lineages, and time influenced the morphological evolution of the violin",2014,"PLoS ONE","9","10", e109229,"","",,11,"10.1371/journal.pone.0109229",2-s2.0-84907833272
"Collyer M.L., Adams D.C.","57074630100;7404054540;","Analysis of two-state multivariate phenotypic change in ecological studies",2007,"Ecology","88","3",,"683","692",,124,"10.1890/06-0727",2-s2.0-33847004334
"Collyer M.L., Adams D.C.","57074630100;7404054540;","Phenotypic trajectory analysis: Comparison of shape change patterns in evolution and ecology",2013,"Hystrix","24","1",,"","",,62,"10.4404/hystrix-24.1-6298",2-s2.0-84877591004
"Collyer M.L., Adams D.C.","57074630100;7404054540;","RRPP: An r package for fitting linear models to high-dimensional data using residual randomization",2018,"Methods in Ecology and Evolution","9","7",,"1772","1779",,24,"10.1111/2041-210X.13029",2-s2.0-85047666760
"Collyer M.L., Sekora D.J., Adams D.C.","57074630100;56394605800;7404054540;","A method for analysis of phenotypic change for phenotypes described by high-dimensional data",2015,"Heredity","115","4",,"357","365",,128,"10.1038/hdy.2014.75",2-s2.0-84924570789
"Cooper E.N.","","The EB-MB transitional period at Tell Kabir, Syria",1999,"Archaeology of the Upper Syrian Euphrates. The Tishreen Dam area. Proceedings of the International Symposium held at Barcelona, January 28th-30th 1998, Supplementa 15",,,,"","",,1,,2-s2.0-85060963997
"Corti M.","56232198800;","Geometric morphometrics: An extension of the revolution",1993,"Trends in Ecology and Evolution","8","8",,"302","303",,41,"10.1016/0169-5347(93)90261-M",2-s2.0-0000196102
"Costa A.G.","36999872500;","A geometric morphometric assessment of plan shape in bone and stone acheulean bifaces from the Middle Pleistocene site of Castel di Guido, Latium, Italy",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"23","41",,58,"10.1007/978-1-4419-6861-6_2",2-s2.0-80051798141
"Costin C.L.","","Craft specialization: Issues in defining, documenting, and explaining the organization of production",1991,"Archaeological Method and Theory","3",,,"1","56",,534,,2-s2.0-0001786936
"Costin C.L.","","Craft production",2005,"Handbook of Archaeological Methods",,,,"1034","1107",,58,,2-s2.0-43849089905
"Costin C.L., Hagstrum M.B.","25030166400;14419829100;","Standardization, Labor Investment, Skill, and the Organization of Ceramic Production in Late Prehispanic Highland Peru",1995,"American Antiquity","60","4",,"597","618",,125,"10.2307/282046",2-s2.0-85057773891
"Culbert T.P.","","The Ceramics of Tikal: Vessels from the Burials, Caches, and Problematical Deposits",1993,"The Ceramics of Tikal: Vessels from the Burials, Caches, and Problematical Deposits",,"PART A",,"","",,87,,2-s2.0-0007000973
"Early A.M.","56051113100;","Form and structure in prehistoric Caddo pottery design",2012,"The Archaeology of the Caddo",,,,"26","46",,3,,2-s2.0-84900880978
"Eckert S.L.","","Pottery and Practice: The Expression of Identity at Pottery Mound and Hummingbird Pueblo",2008,"Pottery and Practice: The Expression of Identity at Pottery Mound and Hummingbird Pueblo",,,,"","",,28,,2-s2.0-77749315186
"Eckert S.L., Schleher K.L., James W.D.","16063150800;56798497500;34770838900;","Communities of identity, communities of practice: Understanding Santa Fe black-on-white pottery in the Española Basin of new Mexico",2015,"Journal of Archaeological Science","63",,,"1","12",,11,"10.1016/j.jas.2015.07.001",2-s2.0-84939803414
"Elewa A.M.T.","","Morphometrics for Nonmorphometricians. Lecture Notes in Earth Sciences",2010,"Morphometrics for Nonmorphometricians",,,,"","",,35,,2-s2.0-79955381930
"Eren M.I., Buchanan B., O'Brien M.J.","23975681200;11241802300;36128081000;","Social learning and technological evolution during the Clovis colonization of the New World",2015,"Journal of Human Evolution","80",,,"159","170",,48,"10.1016/j.jhevol.2015.01.002",2-s2.0-84923363624
"Fox A.N.","57203649175;","A study of Late Woodland projectile point typology in New York using elliptical Fourier outline analysis",2015,"Journal of Archaeological Science: Reports","4",,,"501","509",,7,"10.1016/j.jasrep.2015.10.022",2-s2.0-84944727062
"Gadus E.F.","","Twisted serpents and fierce birds: Structural variation in caddo engraved ceramic bottle motifs",2013,"Bulletin of the Texas Archeological Society","84",,,"213","245",,2,,2-s2.0-84942415628
"Gero J., Mazzullo J.","21233708700;6701408345;","Analysis of artifact shape using fourier series in closed form",1984,"Journal of Field Archaeology","11","3",,"315","322",,32,"10.1179/009346984791535467",2-s2.0-84974919616
"Gingerich J.A.M., Sholts S.B., Wärmländer S.K.T.S., Stanford D.","35725315600;36160611700;6506757327;7007023049;","Fluted point manufacture in eastern North America: An assessment of form and technology using traditional metrics and 3D digital morphometrics",2014,"World Archaeology","46","1",,"101","122",,18,"10.1080/00438243.2014.892437",2-s2.0-84899479215
"Girrulat I.C.","","Contribution of geometric morphometrics to the study of archaeological ceramics",2006,"Rev. Werken","8",,,"57","75",,3,,2-s2.0-85020572715
"Goodall C.","","Procrustes methods in the statistical analysis of shape",1991,"J. R. Statist. Soc. B","53","2",,"285","339",,1198,,2-s2.0-0000142472
"Gower J.C.","26643448300;","Generalized procrustes analysis",1975,"Psychometrika","40","1",,"33","51",,1617,"10.1007/BF02291478",2-s2.0-0001886818
"Harrington M.R.","","Certain Caddo sites in Arkansas",1920,"Certain Caddo Sites in Arkansas",,,,"","",,16,,2-s2.0-31344443035
"Ioviţǎ R.","6506567945;","Ontogenetic scaling and lithic systematics: method and application",2009,"Journal of Archaeological Science","36","7",,"1447","1457",,36,"10.1016/j.jas.2009.02.008",2-s2.0-67349226101
"Ioviţǎ R.","6506567945;","Comparing stone tool resharpening trajectories with the aid of elliptical fourier analysis",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"235","253",,42,"10.1007/978-1-4419-6861-6_10",2-s2.0-84892114029
"Iovita R.","6506567945;","Shape variation in aterian tanged tools and the origins of projectile technology: A morphometric perspective on stone tool function",2011,"PLoS ONE","6","12", e29029,"","",,66,"10.1371/journal.pone.0029029",2-s2.0-84455192786
"Iovita R., McPherron S.P.","6506567945;6506777264;","The handaxe reloaded: A morphometric reassessment of Acheulian and Middle Paleolithic handaxes",2011,"Journal of Human Evolution","61","1",,"61","74",,70,"10.1016/j.jhevol.2011.02.007",2-s2.0-79956090095
"Jackson A.T.","","Types of east Texas pottery",1934,"Bull. Texas Archeol. Paleontol. Soc.","6",,,"38","57",,2,,2-s2.0-84899226851
"Jensen R.J.","7403518358;","The conundrum of morphometrics",2003,"Taxon","52","4",,"663","671",,45,"10.2307/3647340",2-s2.0-0345581257
"Jolliffe I.T.","",[No title available],1986,"Principal Component Analysis",,,,"","",,21233,,2-s2.0-0003946510
"Kendall D.G.","","The statistics of shape",1981,"Interpreting Multivariate Data",,,,"75","80",,45,,2-s2.0-0002761615
"Kendall D.G.","23064672000;","Shape manifolds, procrustean metrics, and complex projective spaces",1984,"Bulletin of the London Mathematical Society","16","2",,"81","121",,821,"10.1112/blms/16.2.81",2-s2.0-0002432238
"Klingenberg C.P.","7004588456;","Visualizations in geometric morphometrics: How to read and how to make graphs showing shape changes",2013,"Hystrix","24","1",,"","",,129,"10.4404/hystrix-24.1-7691",2-s2.0-84877812046
"Krieger A.D.","",[No title available],1946,"Culture Complexes and Chronology in Northern Texas",,,,"","",,35,,2-s2.0-0039082195
"Krieger A.D.","57204880384;","The Eastward Extension of Puebloan Datings toward Cultures of the Mississippi Valley",1947,"American Antiquity","12","3Part1",,"141","148",,5,"10.2307/275701",2-s2.0-8344231309
"Lenardi M.J., Merwin D.E.","57203417618;57203408122;","Towards automating artifact analysis: A study showing potential applications of computer vision and morphometrics to artifact typology",2010,"Lecture Notes in Earth Sciences","124",,,"289","305",,7,"10.1007/978-3-540-95853-6_13",2-s2.0-84971338514
"Loponte D., Okumura M., Carbonera M.","","New records of fishtail projectile points from Brazil and its implications for its peopling",2016,"J. Lithic Stud.","3","1",,"63","85",,11,,2-s2.0-85015882384
"Lycett S.J.","","Quantifying transitions: morphometric approaches to Palaeolithic variability and technological change",2009,"Sourcebook of Palaeolithic Transitions: Methods, Theories, and Interpretations",,,,"79","92",,24,,2-s2.0-77649190779
"Lycett S.J.","9434693200;","Cultural evolutionary approaches to artifact variation over time and space: Basis, progress, and prospects",2015,"Journal of Archaeological Science","56",,,"21","31",,43,"10.1016/j.jas.2015.01.004",2-s2.0-84928533959
"Lycett S.J., Von Cramon-Taubadel N.","9434693200;23471109300;","A 3D morphometric analysis of surface geometry in Levallois cores: Patterns of stability and variability across regions and their implications",2013,"Journal of Archaeological Science","40","3",,"1508","1517",,39,"10.1016/j.jas.2012.11.005",2-s2.0-84871442389
"Lycett S.J., Von Cramon-Taubadel N., Eren M.I.","9434693200;23471109300;23975681200;","Levallois: Potential Implications for Learning and Cultural Transmission Capacities",2016,"Lithic Technology","41","1",,"19","38",,11,"10.1179/2051618515Y.0000000012",2-s2.0-84978492594
"Lycett S.J., von Cramon-Taubadel N., Foley R.A.","9434693200;23471109300;7102887389;","A crossbeam co-ordinate caliper for the morphometric analysis of lithic nuclei: A description, test and empirical examples of application",2006,"Journal of Archaeological Science","33","6",,"847","861",,77,"10.1016/j.jas.2005.10.014",2-s2.0-33645078897
"Lycett S.J., Cramon-Taubadel N.v., Gowlett J.A.J.","9434693200;23471109300;6603228354;","A comparative 3D geometric morphometric analysis of Victoria West cores: implications for the origins of Levallois technology",2010,"Journal of Archaeological Science","37","5",,"1110","1117",,57,"10.1016/j.jas.2009.12.011",2-s2.0-77649192918
"MacLeod N.","","Morphometrics: History, development methods and prospects",2017,"Zoological Systematics","42",,,"4","33",,6,,2-s2.0-85051093815
