Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Campmas E., Michel P., Costamagno S., Amani F., Stoetzel E., Nespoulet R., El Hajraoui M.A.","26631503200;7202280606;15043964700;6508345094;23111731600;23110649000;24168312900;","Were Upper Pleistocene human/non-human predator occupations at the Témara caves (El Harhoura 2 and El Mnasra, Morocco) influenced by climate change?",2015,"Journal of Human Evolution","78",,,"122","143",,26,"10.1016/j.jhevol.2014.08.008",2-s2.0-84919844350
"Carranza S., Wade E.","","Taxonomic revision of Algero-Tunisian Pleurodeles (Caudata: Salamandridae) using molecular and morphological data. Revalidation of the taxon Pleurodeles nebulosus (Guichenot, 1850)",2004,"Zootaxa","488",,,"1","24",,55,,2-s2.0-33644882349
"Chevret P., Dobigny G.","6603973373;6701314349;","Systematics and evolution of the subfamily Gerbillinae (Mammalia, Rodentia, Muridae)",2005,"Molecular Phylogenetics and Evolution","35","3",,"674","688",,90,"10.1016/j.ympev.2005.01.001",2-s2.0-18144400436
"Compton J.S.","7103119373;","Pleistocene sea-level fluctuations and human evolution on the southern coastal plain of South Africa",2011,"Quaternary Science Reviews","30","5-6",,"506","527",,110,"10.1016/j.quascirev.2010.12.012",2-s2.0-79952043406
"Cornette R., Stoetzel E., Baylac M., Moulin S., Hutterer R., Nespoulet R., El Hajraoui M.A., Denys C., Herrel A.","6506350460;23111731600;6701570331;7003453162;55965985900;23110649000;24168312900;7006755120;7004374986;","Shrews of the genus Crocidura from El Harhoura 2 (Témara, Morocco): The contribution of broken specimens to the understanding of Late Pleistocene-Holocene palaeoenvironments in North Africa",2015,"Palaeogeography, Palaeoclimatology, Palaeoecology","436",,,"1","8",,5,"10.1016/j.palaeo.2015.06.020",2-s2.0-84936748603
"Crossley D.A., Del Mar Miguélez M.","23567728300;6504403685;","Skull size and cheek-tooth length in wild-caught and captive-bred chinchillas",2001,"Archives of Oral Biology","46","10",,"919","928",,42,"10.1016/S0003-9969(01)00055-3",2-s2.0-0034840050
"Cucchi T., Barnett R., Martínková N., Renaud S., Renvoisé E., Evin A., Sheridan A., Mainland I., Wickham-Jones C., Tougard C., Quéré J.P., Pascal M., Pascal M., Heckel G., O'Higgins P., Searle J.B., Dobney K.M.","6506822509;36776853100;6602917577;7103131750;23502206400;23977570900;57193173658;6506246320;6506865607;23394014700;7003533648;7101622903;55841654300;6602994529;7004722122;7102976955;6602595568;","The changing pace of insular life: 5000 years of microevolution in the orkney vole (microtus arvalis orcadensis)",2014,"Evolution","68","10",,"2804","2820",,36,"10.1111/evo.12476",2-s2.0-84908068182
"Darvish J.","","Morphometric comparison of fourteen species of the genus Meriones Illiger, 1811 (Gerbillinae, Rodentia) from Asia and North Africa",2009,"Iran J Anim Biosyst","5","1",,"59","77",,13,,2-s2.0-83455251772
"Darvish J.","","Morphological comparison of fourteen species of the genus Meriones Illiger, 1811 (Gerbillinae, rodentia) from Asia and North Africa",2011,"Iran. J. Anim. Biosyst.","7","1",,"49","74",,6,,2-s2.0-85017325553
"Daujeard C., Geraads D., Raynal J.P., Mohib A., Gallotti R., Sbihi-Alaoui F.Z.","","Carnivores et/ou Hommes dans deux sites moustéro-atériens de Dar Bouazza (Casablanca, Maroc): les données de la taphonomie",2011,"Proceedings of the ""XXXIe rencontres internationales d'archéologie et d'histoire d'Antibes""",,,,"351","366",,7,,2-s2.0-84892486342
"Demenocal P.B.","6602677728;","Palaeoclimate: Africa on the edge",2008,"Nature Geoscience","1","10",,"650","651",,16,"10.1038/ngeo323",2-s2.0-65349143132
"Demenocal P., Ortiz J., Guilderson T., Adkins J., Sarnthein M., Baker L., Yarusinsky M.","6602677728;7203050532;7004165030;7005564625;7006792445;57198984730;8783218000;","Abrupt onset and termination of the African Humid Period: Rapid climate responses to gradual insolation forcing",2000,"Quaternary Science Reviews","19","1-5",,"347","361",,973,"10.1016/S0277-3791(99)00081-5",2-s2.0-0033957744
"Denys C., Stoetzel E., Lalis A., Nicolas V., Delapré A., Mataame A., Rihane A., El Brini H., Liefrid S., Fahd S., Ouarour A., Chekhaoui A., Fekhaoui M., El Hassani A., Benazzou T.","","Inventaire des petits mammifères des régions anthropisées et naturelles du Maroc central et côtier. Actes du colloque « Approche Intégrative de la 6ème Extinction »",2015,"Trav. l'Institut Sci. Rabat, Série Générale","8",,,"113","126",,1,,2-s2.0-85017329005
"Derbali M., Chelbi I., Ben Hadj Ahmed S., Zhioua E.","16240786800;23979288800;41560894400;57203705292;","Leishmania major Yakimoff et Schokhor, 1914 (Kinetoplastida: Trypanosomatidae) in Meriones shawi Duvernoy, 1842 (Rodentia: Gerbillidae): Persistence of the infection in meriones and its infectivity for the sand fly vector (Phlebotomus) papatasi Scopoli, 1786 (Diptera: Psychodidae) [Leishmania major Yakimoff et Schokhor, 1914 (Kinetoplastida : Trypanosomatidae) chez Meriones shawi Duvernoy, 1842 (Rodentia : Gerbillidae) : Persistance de l'infection du mérion et de son infectivité pour le phlébotome vecteur Phlebotomus (Phlebotomus) papatasi Scopoli, 1786 (Diptera : Psychodidae)]",2012,"Bulletin de la Societe de Pathologie Exotique","105","5",,"399","402",,9,"10.1007/s13149-012-0259-4",2-s2.0-84871658526
"Dianat M., Darvish J., Cornette R., Aliabadian M., Nicolas V.","55746420700;8978211900;6506350460;8858277600;14825723800;","Evolutionary history of the Persian Jird, Meriones persicus, based on genetics, species distribution modelling and morphometric data",2017,"Journal of Zoological Systematics and Evolutionary Research","55","1",,"29","45",,15,"10.1111/jzs.12145",2-s2.0-84985996083
"Drake N.A., Breeze P., Parker A.","7003403258;55496453700;8209232100;","Palaeoclimate in the Saharan and Arabian Deserts during the Middle Palaeolithic and the potential for hominin dispersals",2013,"Quaternary International","300",,,"48","61",,69,"10.1016/j.quaint.2012.12.018",2-s2.0-84878984853
"Dupont L.M., Hooghiemstra H.","7102011086;7004137021;","The Saharan-Sahelian boundary during the Brunhes chron",1989,"Acta Botanica Neerlandica","38","4",,"405","415",,37,"10.1111/j.1438-8677.1989.tb01372.x",2-s2.0-0024784902
"Duvernoy G.L.","","Chapitre III. Description de la gerbille de Shaw (Jird de Shaw, Gerbillus shawii, Duv.). In: notes et renseignements sur les animaux vertébrés de l'Algérie",1842,"Mémoires de la société du muséum d'histoire naturelle de Strasbourg","3",,,"22","30",,1,,2-s2.0-85017329662
"El Hajraoui M.A., Nespoulet R., Debénath A., Dibble H.","",[No title available],2012,"Préhistoire de la Région de Rabat-Témara, Villes et Sites Archéologiques du Maroc","vol. III",,,"","",,1,,2-s2.0-85017295753
"Fernández-Jalvo Y., Andrews P., Denys C., Sesé C., Stoetzel E., Marin-Monfort D., Pesquero D.","6603680696;12769833400;7006755120;6602549809;23111731600;35750354800;16480973000;","Taphonomy for taxonomists: Implications of predation in small mammal studies",2016,"Quaternary Science Reviews","139",,,"138","157",,56,"10.1016/j.quascirev.2016.03.016",2-s2.0-84962599316
"Fritz U., Barata M., Busack S.D., Fritzsch G., Castilho R.","7006487916;24463602600;6508137536;7004134293;56271196600;","Impact of mountain chains, sea straits and peripheral populations on genetic and taxonomic structure of a freshwater turtle, Mauremys leprosa (Reptilia, Testudines, Geoemydidae)",2006,"Zoologica Scripta","35","1",,"97","108",,86,"10.1111/j.1463-6409.2005.00218.x",2-s2.0-33644893901
"Fromhage L., Vences M., Veith M.","8201595800;7006129560;35390160800;","Testing alternative vicariance scenarios in Western Mediterranean discoglossid frogs",2004,"Molecular Phylogenetics and Evolution","31","1",,"308","322",,109,"10.1016/j.ympev.2003.07.009",2-s2.0-1642465063
"Garcea E.A.A.","8754218300;","Successes and failures of human dispersals from North Africa",2012,"Quaternary International","270",,,"119","128",,41,"10.1016/j.quaint.2011.06.034",2-s2.0-84864315722
"Geraads D., Raynal J.-P., Sbihi-Alaoui F.-Z.","7005921155;7006660675;6507600288;","Mammalian faunas from the Pliocene and Pleistocene of Casablanca (Morocco)",2010,"Historical Biology","22","1",,"275","285",,16,"10.1080/08912960903458011",2-s2.0-77953092429
"Ghawar W., Toumi A., Snoussi M.A., Chlif S., Zĝatour A., Boukthir A., Bel Haj Hamida N., Chemkhi J., Diouani M.F., Ben S.A.","54391001900;35730662600;13611218500;15727320900;54685578500;54416885200;6504407582;15836777400;12144196700;54683466600;","Leishmania major infection among psammomys obesus and meriones shawi: Reservoirs of zoonotic cutaneous leishmaniasis in sidi bouzid (Central Tunisia)",2011,"Vector-Borne and Zoonotic Diseases","11","12",,"1561","1568",,35,"10.1089/vbz.2011.0712",2-s2.0-83455220995
"Guimaraes S., Pruvost M., Daligault J., Stoetzel E., Bennett E.A., Côté N.M.-L., Nicolas V., Lalis A., Denys C., Geigl E.-M., Grange T.","56785429600;8643057900;56203680200;23111731600;7201460374;55907181300;14825723800;15136229600;7006755120;6602182148;7003771968;","A cost-effective high-throughput metabarcoding approach powerful enough to genotype ~44 000 year-old rodent remains from Northern Africa",2017,"Molecular Ecology Resources","17","3",,"405","417",,4,"10.1111/1755-0998.12565",2-s2.0-84978886321
"Harris D.J., Batista V., Carretero M.A.","6505966492;7004655397;7006690868;","Assessment of genetic diversity within Acanthodactylus erythrurus (Reptilia: Lacertidae) in Morocco and the Iberian Peninsula using mitochondrial DNA sequence data",2004,"Amphibia Reptilia","25","2",,"227","232",,42,"10.1163/1568538041231229",2-s2.0-3543064039
"Hooghiemstra H., Stalling H., Agwu C.O.C., Dupont L.M.","7004137021;6508056457;6507062061;7102011086;","Vegetational and climatic changes at the northern fringe of the sahara 250,000-5000 years BP: evidence from 4 marine pollen records located between Portugal and the Canary Islands",1992,"Review of Palaeobotany and Palynology","74","1-2",,"1","17,19,21-53",,117,"10.1016/0034-6667(92)90137-6",2-s2.0-0027064198
"Husemann M., Schmitt T., Zachos F.E., Ulrich W., Habel J.C.","23492321000;7102091185;6507044940;24767146100;9234304700;","Palaearctic biogeography revisited: Evidence for the existence of a North African refugium for Western Palaearctic biota",2014,"Journal of Biogeography","41","1",,"81","94",,84,"10.1111/jbi.12180",2-s2.0-84890316953
"Hutterer R.","","Meriones grandis. The IUCN Red List of Threatened Species 2008: e.T136460A4294713",2008,,,,,"","",,1,,2-s2.0-85017290561
"Jacobs Z., Roberts R.G., Nespoulet R., El Hajraoui M.A., Debénath A.","23392343600;7404281684;23110649000;24168312900;6603070223;","Single-grain OSL chronologies for Middle Palaeolithic deposits at El Mnasra and El Harhoura 2, Morocco: Implications for Late Pleistocene human-environment interactions along the Atlantic coast of northwest Africa",2012,"Journal of Human Evolution","62","3",,"377","394",,78,"10.1016/j.jhevol.2011.12.001",2-s2.0-84858080771
"Jaeger J.-J.","",[No title available],1975,"Evolution des Rongeurs du Miocène à l'Actuel en Afrique nord-occidentale","2",,,"","",,1,,2-s2.0-85017303251
"Jalut G., Dedoubat J.J., Fontugne M., Otto T.","6602434815;6507302111;7006220612;14016296000;","Holocene circum-Mediterranean vegetation changes: Climate forcing and human impact",2009,"Quaternary International","200","1-2",,"4","18",,248,"10.1016/j.quaint.2008.03.012",2-s2.0-64749093734
"Janati Idrissi N., Falguerès C., Haddad M., Nespoulet R., Hajraoui M.A.E., Debénath A., Bejjit L., Bahain J.-J., Michel P., Garcia T., Boudad L., Hammouti K.E., Oujaa A.","25824300700;7004150340;7102393519;23110649000;24922720300;6603070223;6603305401;6602871379;7202280606;17343211500;56619430200;36098934200;36351034500;","Combined ESR-U/TH dating on fossil teeth from el mnasra and el harhoura 2 caves, Rabat-Temara Area. Chronological implications on the human settlement of northwestern part of Morocco during the upper Pleistocene [Datation par Esr-U/th combinées de dents fossiles des grottes D'el mnasra et d'el harhoura 2, région de Rabat-Temara: Implications chronologiques sur le peuplement du Maroc atlantique au Pléistocé ne supérieur et son environnement]",2012,"Quaternaire","23","1",,"25","35",,21,,2-s2.0-84859595370
"Kapli P., Lymberakis P., Poulakakis N., Mantziou G., Parmakelis A., Mylonas M.","24537586400;6506098243;6602921307;12645652500;35550782900;6603799472;","Molecular phylogeny of three Mesalina (Reptilia: Lacertidae) species (M. guttulata, M. brevirostris and M. bahaeldini) from North Africa and the Middle East: Another case of paraphyly?",2008,"Molecular Phylogenetics and Evolution","49","1",,"102","110",,32,"10.1016/j.ympev.2008.06.016",2-s2.0-52049113429
"Kowalski K., Neer W.v., Bocheński Z., Młynarski M., Rzebik-Kowalska B., Szyndlar Z., Gautier A., Schild R., Close A.E., Wendorf F.","57215792459;7801681938;6602499390;6507363614;6506500338;7801695310;24579847900;7006843631;7003800634;6602674254;","A last interglacial fauna from the Eastern Sahara",1989,"Quaternary Research","32","3",,"335","341",,29,"10.1016/0033-5894(89)90099-9",2-s2.0-0024797582
"Kowalski K., Szyndlar Z., Młynarski M., Bocheński Z., Rzebik-Kowalska B.","","Remains of small vertebrates from Bir Tarfawi and their palaeoecological significance",1993,"Egypt during the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East",,,,"155","204",,5,,2-s2.0-0342529160
"Lalis A., Leblois R., Stoetzel E., Benazzou T., Souttou K., Denys C., Nicolas V.","15136229600;6602486136;23111731600;6602545717;9840969300;7006755120;14825723800;","Phylogeography and demographic history of Shaw's Jird (Meriones shawii complex) in North Africa",2016,"Biological Journal of the Linnean Society","118","2",,"262","279",,10,"10.1111/bij.12725",2-s2.0-84951862054
"Le Houérou H.N.","6701702914;","Climate, flora and fauna changes in the sahara over the past 500 million years",1997,"Journal of Arid Environments","37","4",,"619","647",,103,"10.1006/jare.1997.0315",2-s2.0-0031436333
"López-García J.M., Agustí J., Aouraghe H.","7004395648;7003703213;6507704264;","The small mammals from the Holocene site of Guenfouda (Jerada, Eastern Morocco): Chronological and paleoecological implications",2013,"Historical Biology","25","1",,"51","57",,10,"10.1080/08912963.2012.688198",2-s2.0-84876965900
"Manica A., Amos W., Balloux F., Hanihara T.","6603416293;26643113600;6701693410;7003959650;","The effect of ancient population bottlenecks on human phenotypic variation",2007,"Nature","448","7151",,"346","348",,212,"10.1038/nature05951",2-s2.0-34447521876
"Mcbrearty S., Brooks A.S.","6506368106;7202568642;","The revolution that wasn't: A new interpretation of the origin of modern human behavior",2000,"Journal of Human Evolution","39","5",,"453","563",,1435,"10.1006/jhev.2000.0435",2-s2.0-0034493580
"Momenzadeh M., Darvish J., Toutoniyan F., Sarmad M., Sadeghi Shakib F.","","Investigation of climatic effects on the shape and volume of tympanic bulla of Meriones libycus and Meriones persicus (Muridae: Rodentia) from northeastern Iran: An evolutionary approach",2008,"Iranian Journal of Animal Biosystematics","4",,,"63","73",,3,,2-s2.0-84929071921
"Momtazi F., Darvish J., Ghassemzadeh F., Moghimi A.","","Elliptic Fourier analysis on the tympanic bullae in three Meriones species (Rodentia, Mammalia): its application in biosystematics",2008,"Acta Zool. Cracov.",,"1-2",,"49","58",,8,,2-s2.0-79751474996
"Morales J., Pérez-Jordà G., Peña-Chocarro L., Zapata L., Ruíz-Alonso M., López-Sáez J.A., Linstädter J.","55618274200;8548617000;8293558200;8293557800;37117778000;55166386600;6508073649;","The origins of agriculture in North-West Africa: Macro-botanical remains from Epipalaeolithic and Early Neolithic levels of Ifri Oudadane (Morocco)",2013,"Journal of Archaeological Science","40","6",,"2659","2669",,74,"10.1016/j.jas.2013.01.026",2-s2.0-84874768542
"Mulazzani S., Belhouchet L., Salanova L., Aouadi N., Dridi Y., Eddargach W., Morales J., Tombret O., Zazzo A., Zoughlami J.","36158409300;24167610300;26033520300;55807443100;25638184300;56466034400;55618274200;55062406300;6602317727;36159157700;","The emergence of the Neolithic in North Africa: A new model for the Eastern Maghreb",2016,"Quaternary International","410",,,"123","143",,20,"10.1016/j.quaint.2015.11.089",2-s2.0-84953791022
"Musser G.G., Carleton M.D.","","Superfamily Muroidea",2005,"Mammal Species of the World: A Taxonomic and Geographic Reference",,,,"894","1531",,1089,,2-s2.0-30344481292
"Nanova O.","25654085500;","Geographical variation in the cranial measurements of the midday jird Meriones meridianus (Rodentia: Muridae) and its taxonomic implications",2014,"Journal of Zoological Systematics and Evolutionary Research","52","1",,"75","85",,9,"10.1111/jzs.12032",2-s2.0-84891486510
"Nespoulet R., El Hajraoui M.A., Amani F., Ben Ncer A., Debénath A., Idrissi A., Lacombe J.-P., Michel P., Oujaa A., Stoetzel E.","23110649000;24168312900;6508345094;55589534300;6603070223;24338492300;57213735548;7202280606;36351034500;23111731600;","Palaeolithic and neolithic occupations in the Témara region (Rabat, Morocco): Recent data on hominin contexts and behavior",2008,"African Archaeological Review","25","1-2",,"21","39",,63,"10.1007/s10437-008-9025-1",2-s2.0-44649130710
"Nicolas V., Hamani A., Amrouche L., Bensidhoum M., Boukhemza M., Doumandji S., Denys C.","14825723800;56150503400;56149795000;56115288600;6507671446;6507681060;7006755120;","First molecular evidence for the presence of Crocidura pachyura (Mammalia, Soricidae) in Kabylie (Algeria)",2014,"Mammalia","78","2",,"245","249",,6,"10.1515/mammalia-2013-0035",2-s2.0-84899831330
"Nicolas V., Ndiaye A., Benazzou T., Souttou K., Delapre A., Denys C.","14825723800;54409321800;6602545717;9840969300;36625169700;7006755120;","Phylogeography of the North African dipodil (Rodentia: Muridae) based on cytochrome-b sequences",2014,"Journal of Mammalogy","95","2",,"241","253",,13,"10.1644/13-MAMM-A-241",2-s2.0-84898896966
"Nicolas V., Mataame A., Crochet P.-A., Geniez P., Ohler A.","14825723800;56528478500;36926549400;23666914800;6603965396;","Phylogeographic patterns in North African water frog Pelophylax saharicus (Anura: Ranidae)",2015,"Journal of Zoological Systematics and Evolutionary Research","53","3",,"239","248",,16,"10.1111/jzs.12094",2-s2.0-84933671093
"El Bait M.N., Rhoujjati A., Eynaud F., Benkaddour A., Dezileau L., Wainer K., Goslar T., Khater C., Tabel J., Cheddadi R.","56269967100;35077385000;9038110500;6508307826;6603496239;25652426500;7004515812;25930936300;56270166000;57207536825;","An 18 000-year pollen and sedimentary record from the cedar forests of the Middle Atlas, Morocco",2014,"Journal of Quaternary Science","29","5",,"423","432",,19,"10.1002/jqs.2708",2-s2.0-84904249366
"Osborne A.H., Vance D., Rohling E.J., Barton N., Rogerson M., Fello N.","25823326100;57204303325;7003642344;35725149900;7004689703;12789031700;","A humid corridor across the Sahara for the migration of early modern humans out of Africa 120,000 years ago",2008,"Proceedings of the National Academy of Sciences of the United States of America","105","43",,"16444","16447",,172,"10.1073/pnas.0804472105",2-s2.0-55949129197
"Ouahbi Y., Aberkan M., Serre F.","6506065503;15046446000;8048801900;","Recent Quaternary fossil mammals of Chrafate and Ez Zarka. The origin of modern fauna in the Northern Rif (NW Morocco, Northern Africa)",2003,"Geologica Acta","1","3",,"277","288",,16,,2-s2.0-0346281443
"Ouchaou B., Amani F.","","Etude préliminaire des grands Mammiferes du gisement de Kaf-taht-el Ghar (Tetouan, Maroc)",1997,"Préhistoire Anthropologie Méditerranéennes","6",,,"53","60",,14,,2-s2.0-4243921666
