Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Bignon O., Baylac M., Vigne J.-D., Eisenmann V.","15135083300;6701570331;7006603465;6701396464;","Geometric morphometrics and the population diversity of Late Glacial horses in Western Europe (Equus caballus arcelini): Phylogeographic and anthropological implications",2005,"Journal of Archaeological Science","32","3",,"375","391",,37,"10.1016/j.jas.2004.02.016",2-s2.0-14744301135
"Blench R.M.","","A history of donkeys, wild asses and mules in Africa",2000,"The Origins and Development of African Livestock: Archaeology, Genetics",,,,"","",,1,,2-s2.0-85006956517
"Bochaton C., Grouard S., Breuil M., Ineich I., Tresset A., Bailon S.","56068333700;57194792689;55825215900;6701359734;6506727552;6603624882;","Osteological Differentiation of the Iguana Laurenti, 1768 (Squamata: Iguanidae) Species: Iguana iguana (Linnaeus, 1758) and Iguana delicatissima Laurenti, 1768, with some Comments on their Hybrids",2016,"Journal of Herpetology","50","2",,"295","305",,9,"10.1670/14-170",2-s2.0-84974624114
"Bodson L.","","L'utilisation de l'âne dans l'Antiquité gréco-romaine",1986,"Ethnozootechnie","37",,,"7","14",,10,,2-s2.0-80054339687
"Bökönyi S.","",[No title available],1974,"History of Domestic Mammals in Central and Eastern Europe",,,,"","",,270,,2-s2.0-0003688095
"Clutton-Brock J.","",[No title available],1992,"Horse Power: A History of the Horse and the Donkey in Human Societies",,,,"","",,87,,2-s2.0-0003923540
"Cornette R., Herrel A., Stoetzel E., Moulin S., Hutterer R., Denys C., Baylac M.","6506350460;7004374986;23111731600;7003453162;55965985900;7006755120;6701570331;","Specific information levels in relation to fragmentation patterns of shrew mandibles: Do fragments tell the same story?",2015,"Journal of Archaeological Science","53",,,"323","330",,13,"10.1016/j.jas.2014.10.020",2-s2.0-84911059124
"Cucchi T., Hulme-Beaman A., Yuan J., Dobney K.","6506822509;36627224600;56988201600;6602595568;","Early Neolithic pig domestication at Jiahu, Henan Province, China: Clues from molar shape analyses using geometric morphometric approaches",2011,"Journal of Archaeological Science","38","1",,"11","22",,79,"10.1016/j.jas.2010.07.024",2-s2.0-78049286754
"DAVIS S.J.","56326919700;","Late Pleistocene and Holocene equid remains from Israel",1980,"Zoological Journal of the Linnean Society","70","3",,"289","312",,49,"10.1111/j.1096-3642.1980.tb00854.x",2-s2.0-84983951919
"Dent A.","","Donkey ; the Story of the Ass from East to West",1972,"Donkey: The Story of the Ass from East to West",,,,"","",,9,,2-s2.0-61449163092
"Derbois M.","","Méru. ADLFI Archéologie Fr. - Inf. Picardie",2006,,,,,"","",,2,,2-s2.0-85006863266
"Dimery N.J., Alexander R.McN., Ker R.F.","57191003185;24452042600;6701625138;","Elastic extension of leg tendons in the locomotion of horses (Equus caballus)",1986,"Journal of Zoology","210","3",,"415","425",,73,"10.1111/j.1469-7998.1986.tb03646.x",2-s2.0-0001228922
"Dive J., Eisenmann V.","","Identification and discrimination of first phalanges from Pleistocene and modern Equus, wild and domestic",1991,"Equids in the Ancient World","2","2",,"278","333",,22,,2-s2.0-14744288243
"Von Den Driesch A., Boessneck J.","","Kritische Anmerkungen zur Widerristhöhenberechnung aus Längenmassen vor- und frühgeschichtlicher Tierknochen",1974,"Säugetierkundliche Mitteilungen","22","4",,"325","348",,86,,2-s2.0-0002238603
"Dutto D.J., Hoyt D.F., Cogger E.A., Wickler S.J.","6505962586;7102990390;6603604053;7003354722;","Ground reaction forces in horses trotting up an incline and on the level over a range of speeds",2004,"Journal of Experimental Biology","207","20",,"3507","3514",,69,"10.1242/jeb.01171",2-s2.0-6344265566
"Eisenmann V.","","Comparative Osteology of Modern and Fossil Horses, Half-asses, and Asses",1986,"Equids in the Ancient World",,"1",,"67","116",,51,,2-s2.0-0002546552
"Eisenmann V.","","Sur quelques caractères adaptatifs du squelette d'Equus (Mammalia, Perissodactyla) et leurs implications paléoécologiques",1984,"Bulletin Du Muséum National D'Histoire Naturelle",,"2",,"185","195",,37,,2-s2.0-0004945133
"Eisenmann V.","","Les Chevaux (Equus sensu lato) fossiles et actuels : crânes et dents jugales supérieures, CNRS",1980,"Cahiers de Paléontologie. Paris, France",,,,"","",,2,,2-s2.0-85006913734
"Eisenmann V.","6701396464;","Les métapodes d'Equus sensu lato (Mammalia, Périssodactyla)",1979,"Geobios","12","6",,"863","886",,47,"10.1016/S0016-6995(79)80004-2",2-s2.0-0000792994
"Eisenmann V., Baylac M.","6701396464;6701570331;","Extant and fossil Equus (Mammalia, Perissodactyla) skulls: A morphometric definition of the subgenus Equus",2000,"Zoologica Scripta","29","2",,"89","100",,40,"10.1046/j.1463-6409.2000.00034.x",2-s2.0-0034174412
"Eisenmann V., Beckouche S.","","Identification and discrimination of metapodials from Pleistocene and modern Equus, wild and domestic",1986,"Equids in the Ancient World",,"1",,"117","163",,37,,2-s2.0-14744299232
"Eisenmann V., Kuznetsova T.","6701396464;57195773838;","Early Pleistocene equids (Mammalia, Perissodactyla) of Nalaikha, Mongolia, and the emergence of modern Equus Linnaeus, 1758",2004,"Geodiversitas","26","3",,"535","561",,19,,2-s2.0-6044253505
"Eisenmann V., Turlot J.C.","","Sur la taxinomie du genre Equus (Equide&amp;#x0301;s)",1978,"Les Cahiers de L'analyse de Donne&amp;#x0301;es","3","2",,"179","201",,8,,2-s2.0-0001473050
"Evin A., Dobney K., Schafberg R., Owen J., Strand Vidarsdottir U., Larson G., Cucchi T.","23977570900;6602595568;26038699700;55980924700;55349385000;8280762100;6506822509;","Phenotype and animal domestication: A study of dental variation between domestic, wild, captive, hybrid and insular Sus scrofa",2015,"BMC Evolutionary Biology","15","1", 6,"","",,29,"10.1186/s12862-014-0269-x",2-s2.0-84924200297
"Forest V.","","Equidés de La Tène finale et de la période romaine en Gaule : approche ostéométrique",2008,"L'exploitation agricole dans son environnement à la fin de l’Âge du Fer : Nouvelles approches méthodologiques. Presented at the Rencontre de Saint-Julien : 18-19 novembre 2004",,,,"61","71",,3,,2-s2.0-85006906164
"Forest V.","","Alimentation carnée dans le Languedoc médiéval : les témoignages archéozoologiques des vertébrés supérieurs",1997,"Archéologie Midi Médié","14-15",,,"141","160",,5,,2-s2.0-85006894696
"Gilbert A.S.","","Equid Remains from Godin Tepe, Western Iran: An Interim Summary and Interpretation, with Notes on the Introduction of the Horse into Southwest Asia",1991,"Equids in the Ancient World","2",,,"75","122",,12,,2-s2.0-33748044433
"Gray A.P.","","Mammalian Hybrids: a Check-list with Bibliography",1954,"Mammalian Hybrids. A Checklist with Bibliography",,,,"","",,13,,2-s2.0-11244285112
"Groves C.P.","","The taxonomy, distribution and adaptations of recent equids",1986,"Equids in the Ancient World",,,,"11","65",,41,,2-s2.0-0001994469
"Groves C.P., Mazak V.","","On some taxonomic problems of Asiatic wild asses; with the description of a new subspecies (Perissodactyla; Equidae)",1967,"Z. Saugetierk","32","6",,"321","355",,26,,2-s2.0-0004365866
"Guillaud E., Cornette R., Béarez P.","56324128400;6506350460;55906893100;","Is vertebral form a valid species-specific indicator for salmonids? The discrimination rate of trout and Atlantic salmon from archaeological to modern times",2016,"Journal of Archaeological Science","65",,,"84","92",,7,"10.1016/j.jas.2015.11.010",2-s2.0-84949036039
"Gunn H.M.","","Muscle, bone and fat proportions and muscle distribution of Thoroughbreds and other horses",1987,"Equine exercise physiology 2",,,,"253","264",,54,,2-s2.0-0346443907
"Hyland A.","",[No title available],1990,"Equus: The Horse in the Roman World",,,,"","",,88,,2-s2.0-0004005775
"Johnstone C.","","Those elusive mules: investigating osteometric methods for their identification",2005,"Equids in Time and Space",,,,"183","191",,5,,2-s2.0-77952312523
"Johnstone C.J.","","A Biometric Study of Equids in the Roman World",2004,"A Biometric Study of Equids in the Roman World",,,,"","",,31,,2-s2.0-84860251889
"Jolliffe I.T.","","Principal component analysis",2002,"Principal Component Analysis",,,,"","",,12,,2-s2.0-85006846147
"Kimura B., Marshall F.B., Chen S., Rosenbom S., Moehlman P.D., Tuross N., Sabin R.C., Peters J., Barich B., Yohannes H., Kebede F., Teclai R., Beja-Pereira A., Mulligan C.J.","7004624660;7201817124;35236224200;36683366000;23047399200;6603785808;24776981500;7404190551;14827887100;6507609029;6602900279;36683098200;6603863523;8077054400;","Ancient DNA from Nubian and Somali wild ass provides insights into donkey ancestry and domestication",2011,"Proceedings of the Royal Society B: Biological Sciences","278","1702",,"50","57",,78,"10.1098/rspb.2010.0708",2-s2.0-78650320041
"Krzanowski W.J.","",[No title available],1988,"Principles of Multivariate Analysis",,,,"","",,1816,,2-s2.0-0003900252
"Krzanowski W.J.","7003599299;","Cross-validation in principal component analysis",1987,"Biometrics","43","3",,"575","584",,120,"10.2307/2531996",2-s2.0-0023526237
"Kunst G.K.","","Archaeozoological evidence for equid use, sex structure and mortality in a Roman auxiliary fort (Carnuntum-Petronell, lower Austria)",2000,"Anthropozoologica","31",,,"109","118",,2,,2-s2.0-85006864767
"Lepetz S.","","L'animal dans la société gallo-romaine de la France du Nord",1996,"Revue Archéologique de Picardie","12",,,"","",,28,,2-s2.0-61049498693
"Loudon J.C.","","An Encyclopædia of Agriculture. London, UK",1825,,,,,"","",,2,,2-s2.0-85006960081
"Maloiy G.M.O., Rugangazi B.M., Rowe M.F.","7003847805;6507860554;7202268946;","Energy expenditure during level locomotion in large desert ungulates: The one-humped camel and the domestic donkey",2009,"Journal of Zoology","277","3",,"248","255",,18,"10.1111/j.1469-7998.2008.00535.x",2-s2.0-60549107087
"Manconi F.","","Equidi in Sardegna tra 2 sec. a.C. e il 7 sec. d.C",1995,"Collana Di Studi Monograjici Del Centro Polesano Di Study Storici, Etnograjici Rovigo. Atti Del I Convegno Di Archeozoologia, Rovigo 5-7 Marzo 1993. Padusa Quaderni n.1, Rovigo",,,,"319","329",,2,,2-s2.0-85006939745
"Marshall F.","","African pastoral perspectives on domestication of the donkey: A first synthesis",2007,"Rethinking Agriculture: Archaeological and Ethnoarchaeological Perspectives",,,,"371","407",,26,,2-s2.0-44249083455
"McDade L.","","Hybrids and phylogenetic systematics I. Patterns of character expression in hybrids and their implications for cladistic analysis",1990,"Evolution","44",,,"1685","1700",,125,,2-s2.0-0000924146
"McGuigan M.P., Wilson A.M.","7005162559;7404868532;","The effect of gait and digital flexor muscle activation on limb compliance in the forelimb of the horse Equus caballus",2003,"Journal of Experimental Biology","206","8",,"1325","1336",,120,"10.1242/jeb.00254",2-s2.0-0038076117
"MERKENS H.W., SCHAMHARDT H.C., VAN OSCH G.J.V.M., VAN DEN BOGERT A.J.","7003658553;7005461367;36862999800;35563133000;","Ground reaction force patterns of Dutch Warmblood horses at normal trot",1993,"Equine Veterinary Journal","25","2",,"134","137",,108,"10.1111/j.2042-3306.1993.tb02923.x",2-s2.0-0027568467
"Monteiro L.R.","7103010498;","Multivariate regression models and geometric morphometrics: The search for causal factors in the analysis of shape",1999,"Systematic Biology","48","1",,"192","199",,257,"10.1080/106351599260526",2-s2.0-0033084978
"Owen J., Dobney K., Evin A., Cucchi T., Larson G., Strand Vidarsdottir U.","55980924700;6602595568;23977570900;6506822509;8280762100;55349385000;","The zooarchaeological application of quantifying cranial shape differences in wild boar and domestic pigs (Sus scrofa) using 3D geometric morphometrics",2014,"Journal of Archaeological Science","43","1",,"159","167",,28,"10.1016/j.jas.2013.12.010",2-s2.0-84892961583
"Payne R.C., Hutchinson J.R., Robilliard J.J., Smith N.C., Wilson A.M.","26021416300;24738815600;10641881300;55456171700;7404868532;","Functional specialisation of pelvic limb anatomy in horses (Equus caballus)",2005,"Journal of Anatomy","206","6",,"557","574",,91,"10.1111/j.1469-7580.2005.00420.x",2-s2.0-21044457829
"Payne S.","","Early Holocene equids from Tall-i-Mushki (Iran) and can Hasan III (Turkey)",1991,"Equids Anc. World","2",,,"132","177",,11,,2-s2.0-84897469428
"Peters J.","","Römische Tierhaltung und Tierzucht: eine Synthese aus archäozoologischer Untersuchung und schriftlich-bildlicher Überlieferung",1998,"Römische Tierhaltung und Tierzucht",,,,"","",,61,,2-s2.0-0006484321
"Pomeroy R.W.","","Live-weight growth",1955,"Progress in the Physiology of Farm Animals.","2",,,"395","429",,12,,2-s2.0-0346051369
"Putelat O.","","Les relations homme-animal dans le monde des vivants et des morts, Étude archéozoologique des établissements et des regroupements funéraires ruraux de l'Arc jurassien et de la Plaine d'Alsace, de la fin de l'Antiquité tardive au premier Moyen âge",2015,"Les Relations Homme-Animal Dans Le Monde Des Vivants Et Des Morts. Étude archéozoologique Des établissements Et Des Regroupements funéraires Ruraux De l’Arc Jurassien Et De La Plaine d’Alsace, De La Fin De l’Antiquité Tardive Au Premier Moyen Âge",,,,"","",,4,,2-s2.0-84992019456
[No author name available],[No author id available],"R: A language and environment for statistical computing",2015,"R: A Language and Environment for Statistical Computing",,,,"","",,25329,,2-s2.0-84964927929
"Rieseberg L.H., Ellstrand N.C.","35560689600;7003511838;","What can molecular and morphological markers tell us about plant hybridization?",1993,"Critical Reviews in Plant Sciences","12","3",,"213","241",,474,"10.1080/07352689309701902",2-s2.0-84952380109
"Ripley B.D.","16455085100;","Pattern recognition and neural networks",2014,"Pattern Recognition and Neural Networks",,,,"1","403",,3672,"10.1017/CBO9780511812651",2-s2.0-84953405534
"Rohlf F.J., Slice D.","7003281107;6603334019;","Extensions of the procrustes method for the optimal superimposition of landmarks",1990,"Systematic Zoology","39","1",,"40","59",,2389,"10.2307/2992207",2-s2.0-84860428591
"Rosselli Vilá M.","","Extrait de Contribution à l'Ostéologie comparée du Cheval et de l'Ane et Zootechnie de la Race Asine Catalane. Editorial Catalana",1921,,,,,"","",,2,,2-s2.0-85045250459
"Schlager S.","","Morpho: calculations and visualizations related to geometric morphometrics",2013,"Morpho: Calculations and Visualizations Related to Geometric Morphometrics",,,,"","",,113,,2-s2.0-84879978609
"Toynbee J.M.C.","",[No title available],1973,"Animals in Roman Life and Art",,,,"","",,256,,2-s2.0-0012809253
"Trujillo J.M., Stenius C., Christian L.C., Ohno S.","7103051146;16532722000;7006934329;16531349700;","Cromosomes of the horse, the donkey, and the mule",1962,"Chromosoma","13","3",,"243","248",,28,"10.1007/BF00577041",2-s2.0-34347104192
"Uerpmann H.-P.","","Dental Morphology of Horses, Donkeys and Mules. Presented at the Horse",2002,,,,,"","",,2,,2-s2.0-85006864773
"Van Asperen E.N.","35520260400;","Implications of age variation and sexual dimorphism in modern equids for Middle Pleistocene equid taxonomy",2013,"International Journal of Osteoarchaeology","23","1",,"1","12",,6,"10.1002/oa.1231",2-s2.0-84872973556
"Venables W.N., Ripley B.D.","",[No title available],1994,"Modern Applied Statistics with S-Plus",,,,"","",,14918,,2-s2.0-0003895851
"White K.D.","",[No title available],1970,"Roman Farming",,,,"","",,273,,2-s2.0-0004247381
"Witte T.H., Knill K., Wilson A.M.","36837043900;6602379639;7404868532;","Determination of peak vertical ground reaction force from duty factor in the horse (Equus caballus)",2004,"Journal of Experimental Biology","207","21",,"3639","3648",,104,"10.1242/jeb.01182",2-s2.0-8444225492
