Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Nova Delgado M., Gamarra B., Nadal J., Mercadal O., Olesti O., Guàrdia J., Pérez-Pérez A., Galbany J.","56538696200;56142411600;55597088165;55096923000;56538667000;56537979800;7003385730;8208323600;","Dental shape variability in cercopithecoid primates: A model for the taxonomic attribution of macaques from roman archaeological contexts",2014,"Folia Primatologica","85","6",,"361","378",,4,"10.1159/000371633","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926419217&doi=10.1159%2f000371633&partnerID=40&md5=38586b1a1cbe6443ad021274326b2b6d","Secció d'Antropologia, Departament Biologia Animal, United States; Grup d'Estudi de l'Evolució Dels Homínids i Altres Primats, Spain; Seminari d'Estudis i Recerques Prehistòriques, Departament Prehistòria Història Antiga i Arqueologia, Universitat de Barcelona, Barcelona, Spain; Museu Cerdà, Puigcerdà, France; Àrea d'Història Antiga, Departament Ciències de l'Antiguitat i de l'Edat Mitjana, Universitat Autònoma de Barcelona, Bellaterra, Spain; Arqueociència Serveis Culturals SL, Artés, Spain; Center for the Advanced Study of Hominid Paleobiology, Department of Anthropology, George Washington University, Washington, DC  20052, United States","Nova Delgado, M., Secció d'Antropologia, Departament Biologia Animal, United States, Grup d'Estudi de l'Evolució Dels Homínids i Altres Primats, Spain; Gamarra, B., Secció d'Antropologia, Departament Biologia Animal, United States, Grup d'Estudi de l'Evolució Dels Homínids i Altres Primats, Spain; Nadal, J., Seminari d'Estudis i Recerques Prehistòriques, Departament Prehistòria Història Antiga i Arqueologia, Universitat de Barcelona, Barcelona, Spain; Mercadal, O., Museu Cerdà, Puigcerdà, France; Olesti, O., Àrea d'Història Antiga, Departament Ciències de l'Antiguitat i de l'Edat Mitjana, Universitat Autònoma de Barcelona, Bellaterra, Spain; Guàrdia, J., Arqueociència Serveis Culturals SL, Artés, Spain; Pérez-Pérez, A., Secció d'Antropologia, Departament Biologia Animal, United States, Grup d'Estudi de l'Evolució Dels Homínids i Altres Primats, Spain; Galbany, J., Secció d'Antropologia, Departament Biologia Animal, United States, Grup d'Estudi de l'Evolució Dels Homínids i Altres Primats, Spain, Center for the Advanced Study of Hominid Paleobiology, Department of Anthropology, George Washington University, Washington, DC  20052, United States","Morphometric variation of biological structures has been widely used to determine taxonomic affinities among taxa, and teeth are especially informative for both deep phylogenetic relationships and specific ecological signals. We report 2-dimensional geometric morphometrics (GM) analyses of occlusal crown surfaces of lower molars (M<inf>1</inf>, n = 141; M<inf>2</inf>, n = 158) of cercopithecoid primate species. A 12-landmark configuration, including cusp tips and 8 points of the molar crown contour, were used to evaluate patterns of variation in lower molar shape among cercopithecoid primates and to predict the taxonomic attribution of 2 archaeological macaques from Roman time periods. The results showed that the lower molar shape of cercopithecoid primates reflects taxonomic affinities, mostly at a subfamily level and close to a tribe level. Thus, the cusp positions and crown contour were important elements of the pattern related to interspecific variation. Additionally, the archaeological specimens, attributed to Macaca sylvanus based on osteological information, were classified using the GM molar shape variability of the cercopithecoid primates studied. The results suggest that their molar shape resembled both M. sylvanus and M. nemestrina, and species attribution varied depending on the comparative sample used. © 2015 S. Karger AG, Basel.","Cercopithecoid primates; Geometric morphometrics; Macaca; Molar shape; Procrustes superimposition; Taxonomy; Teeth","Cercopithecoidea; Macaca; Macaca nemestrina; Macaca sylvanus; Primates; anatomy and histology; animal; archeology; classification; cultural anthropology; Ireland; Macaca; molar tooth; Spain; Animals; Archaeology; Ireland; Macaca; Molar; Roman World; Spain",Article,"Final",,Scopus,2-s2.0-84926419217
