Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Rowley-Conwy P., Albarella U., Dobney K.","57204378841;8267110000;6602595568;","Distinguishing Wild Boar from Domestic Pigs in Prehistory: A Review of Approaches and Recent Results",2012,"Journal of World Prehistory","25","1",,"1","44",,53,"10.1007/s10963-012-9055-0",2-s2.0-84858599203
"Magnell O.","","Tracking Wild Boar and Hunters. Osteology of Wild Boar in Mesolithic South Scandinavia",2005,"Tracking Wild Boar and Hunters: Osteology of Wild Boar in Mesolithic South Scandinavia",,,,"","",,17,,2-s2.0-84878584171
"Albarella U., Dobney K., Ervynck A., Rowley-Conwy P.","",[No title available],2007,"Pigs and Humans: 10,000 Years of Interaction",,,,"","",,27,,2-s2.0-34848840225
"Payne S., Bull G.","","Components of variation in measurements of pig bones and teeth, and the use of measurements to distinguish wild from domestic pig remains",1988,"Archaeozoologia","2","1-2",,"27","66",,106,,2-s2.0-0042000598
"Benecke N.","","Archäozoologische Studien zur Entwicklung der Haustierhaltung in Mitteleuropa und Südskandinavien von den Anfängen bis zum ausgehenden Mittelalter",1994,"Archäozoologische Studien Zur Entwicklung der Haustierhaltung in Mitteleuropa und Südskandinavien Von Den Anfängen Bis Zum Ausgehenden Mittelalter",,,,"","",,81,,2-s2.0-0039182013
"Whittle A., Cummings V.","","Going Over: The Mesolithic-Neolithic Transition in North-West Europe",2007,"Going Over: The Mesolithic-Neolithic Transition in North-West Europe",,,,"441","492",,23,,2-s2.0-69849084861
"Zeder M.A.","7801563077;","Domestication and early agriculture in the Mediterranean Basin: Origins, diffusion, and impact",2008,"Proceedings of the National Academy of Sciences of the United States of America","105","33",,"11597","11604",,425,"10.1073/pnas.0801317105",2-s2.0-50149121968
"Scheu A., Hartz S., Schmölcke U., Tresset A., Burger J., Bollongino R.","16837139700;23979952900;14819778100;6506727552;12778968400;23487726500;","Ancient DNA provides no evidence for independent domestication of cattle in Mesolithic Rosenhof, Northern Germany",2008,"Journal of Archaeological Science","35","5",,"1257","1264",,36,"10.1016/j.jas.2007.08.012",2-s2.0-40949122053
"Edwards C.J., Bollongino R., Scheu A., Chamberlain A., Tresset A., Vigne J.-D., Baird J.F., Larson G., Ho S.Y.W., Heupink T.H., Shapiro B., Freeman A.R., Thomas M.G., Arbogast R.-M., Arndt B., Bartosiewicz L., Benecke N., Budja M., Chaix L., Choyke A.M., Coqueugniot E., Döhle H.-J., Göldner H., Hartz S., Helmer D., Herzig B., Hongo H., Mashkour M., Özdogan M., Pucher E., Roth G., Schade-Lindig S., Schmölcke U., Schulting R.J., Stephan E., Uerpmann H.-P., Vörös I., Voytek B., Bradley D.G., Burger J.","7403062043;23487726500;16837139700;7101825522;6506727552;7006603465;22733706700;8280762100;7403716888;16836314000;7402300615;7401887487;8606206600;14420867700;36760430700;7003328048;6507420597;8348103800;6603565775;15050098900;36760552300;56633606300;36760809200;23979952900;6701866606;16749859300;7005444358;23980277500;36761120400;36882662300;57197394458;16837072100;14819778100;6603283174;7102112356;14326382600;35560074600;16837379400;7403122733;12778968400;","Mitochondrial DNA analysis shows a Near Eastern Neolithic origin for domestic cattle and no indication of domestication of European aurochs",2007,"Proceedings of the Royal Society B: Biological Sciences","274","1616",,"1377","1385",,171,"10.1098/rspb.2007.0020",2-s2.0-34447300408
"Bollongino R., Edwards C.J., Alt K.W., Burger J., Bradley D.G.","23487726500;7403062043;7006833304;12778968400;7403122733;","Early history of European domestic cattle as revealed by ancient DNA",2006,"Biology Letters","2","1",,"155","159",,86,"10.1098/rsbl.2005.0404",2-s2.0-33644911741
"Bollongino R., Burger J., Powell A., Mashkour M., Vigne J.-D., Thomas M.G.","23487726500;12778968400;56655954600;23980277500;7006603465;8606206600;","Modern taurine cattle descended from small number of near-eastern founders",2012,"Molecular Biology and Evolution","29","9",,"2101","2104",,76,"10.1093/molbev/mss092",2-s2.0-84865473946
"Larson G., Albarella U., Dobney K., Rowley-Conwy P., Schibler J., Tresset A., Vigne J.-D., Edwards C.J., Schlumbaum A., Dinu A., Bǎlǎçsescu A., Dolman G., Tagliacozzo A., Manaseryan N., Miracle P., Van Wijngaarden-Bakker L., Masseti M., Bradley D.G., Cooper A.","8280762100;8267110000;6602595568;57204378841;11839895900;6506727552;7006603465;7403062043;14045945100;55901883800;22133645700;8503359500;24327886200;6504363518;8885138300;6508373196;6602890606;7403122733;35263632400;","Ancient DNA, pig domestication, and the spread of the Neolithic into Europe",2007,"Proceedings of the National Academy of Sciences of the United States of America","104","39",,"15276","15281",,292,"10.1073/pnas.0703411104",2-s2.0-34848916115
"Larson G., Cucchi T., Dobney K.","8280762100;6506822509;6602595568;","Genetic aspects of pig domestication",2011,"The Genetics of the Pig: Second Edition",,,,"14","37",,13,,2-s2.0-84859109855
"Larson G., Dobney K., Albarella U., Fang M., Matisoo-Smith E., Robins J., Lowden S., Finlayson H., Brand T., Willerslev E., Rowley-Conwy F., Andersson L., Cooper A.","8280762100;6602595568;8267110000;16306989900;6602155766;8584142300;6602593771;6602144694;8049103900;56273625000;8280761600;7403057299;35263632400;","Worldwide phylogeography of wild boar reveals multiple centers of pig domestication",2005,"Science","307","5715",,"1618","1621",,509,"10.1126/science.1106927",2-s2.0-20144362963
"Andersson L.","7403057299;","How selective sweeps in domestic animals provide new insight into biological mechanisms",2012,"Journal of Internal Medicine","271","1",,"1","14",,38,"10.1111/j.1365-2796.2011.02450.x",2-s2.0-83855162824
"Andersson L., Plastow G.","7403057299;6701744332;","Molecular genetics of coat colour variation",2011,"The Genetics of the Pig: Second Edition",,,,"38","50",,15,,2-s2.0-84861187400
"Fang M., Larson G., Ribeiro H.S., Li N., Andersson L.","16306989900;8280762100;24503767800;36014389400;7403057299;","Contrasting mode of evolution at a coat color locus in wild and domestic pigs",2009,"PLoS Genetics","5","1", e1000341,"","",,140,"10.1371/journal.pgen.1000341",2-s2.0-59249105970
"Fajardo V., González I., Martín I., Rojas M., Hernández P.E., García T., Martín R.","12776473300;35497207000;12774456800;26430030800;55605727500;34770055200;7501384415;","Differentiation of European wild boar (Sus scrofa scrofa) and domestic swine (Sus scrofa domestica) meats by PCR analysis targeting the mitochondrial D-loop and the nuclear melanocortin receptor 1 (MC1R) genes",2008,"Meat Science","78","3",,"314","322",,56,"10.1016/j.meatsci.2007.06.018",2-s2.0-36749093427
"Koutsogiannouli E.A., Moutou K.A., Sarafidou T., Stamatis C., Mamuris Z.","25028100400;6603552850;6506360440;6603118566;6701321279;","Detection of hybrids between wild boars (Sus scrofa scrofa) and domestic pigs (Sus scrofa f. domestica) in Greece, using the PCR-RFLP method on melanocortin-1 receptor (MC1R) mutations",2010,"Mammalian Biology","75","1",,"69","73",,34,"10.1016/j.mambio.2008.08.001",2-s2.0-72049113859
"Evin A., Cucchi T., Cardini A., Strand Vidarsdottir U., Larson G., Dobney K.","23977570900;6506822509;21933368100;55349385000;8280762100;6602595568;","The long and winding road: Identifying pig domestication through molar size and shape",2013,"Journal of Archaeological Science","40","1",,"735","743",,87,"10.1016/j.jas.2012.08.005",2-s2.0-84867907430
"Von Den Driesch A.E.","",[No title available],1976,"A Guide to the Measurement of Animal Bones from Archaeological Sites","1",,,"","",,1,,2-s2.0-84893363993
"Zeder M.A., Bradley D.G., Emshwiller E., Smith B.D.","7801563077;7403122733;6602655392;9638406800;","Documenting domestication: New genetic and archaeological paradigms",2006,"Documenting Domestication: New Genetic and Archaeological Paradigms",,,,"","",361,128,,2-s2.0-84887758894
"Larson G., Cucchi T., Fujita M., Matisoo-Smith E., Robins J., Anderson A., Rolett B., Spriggs M., Dolman G., Kim T.-H., Thuy N.T.D., Randi E., Doherty M., Due R.A., Bollt R., Djubiantono T., Griffin B., Intoh M., Keane E., Kirch P., Li K.-T., Morwood M., Pedriña L.M., Piper P.J., Rabett R.J., Shooter P., Van Den Bergh G., West E., Wickler S., Yuan J., Cooper A., Dobney K.","8280762100;6506822509;18041913000;6602155766;8584142300;7403368938;7801352204;7006979012;8503359500;57056659000;55411746900;7004109837;16244419800;6603592395;14029823600;18041582200;18041547400;6507870060;16244992500;6603913279;16245092000;6603099496;16245718700;15849018500;15849163500;16246322000;6602575711;16246584000;36764443800;56988201600;35263632400;6602595568;","Phylogeny and ancient DNA of Sus provides insights into neolithic expansion in Island Southeast Asia and Oceania",2007,"Proceedings of the National Academy of Sciences of the United States of America","104","12",,"4834","4839",,181,"10.1073/pnas.0607753104",2-s2.0-34247626810
"Kijas J.M.H., Andersson L.","6603723514;7403057299;","A phylogenetic study of the origin of the domestic pig estimated from the near-complete mtDNA genome",2001,"Journal of Molecular Evolution","52","3",,"302","308",,102,"10.1007/s002390010158",2-s2.0-0035023792
"Scandura M., Iacolina L., Crestanello B., Pecchioli E., Di Benedetto M.F., Russo V., Davoli R., Apollonio M., Bertorelle G.","6508328959;15061284300;6506376290;23991107600;57210693967;7102078349;7006438325;7004580395;7004271582;","Ancient vs. recent processes as factors shaping the genetic variation of the European wild boar: Are the effects of the last glaciation still detectable?",2008,"Molecular Ecology","17","7",,"1745","1762",,94,"10.1111/j.1365-294X.2008.03703.x",2-s2.0-41249102825
"Cooper A.","35263632400;","Ancient DNA: Do it right or not at all [1]",2000,"Science","289","5482",,"1139","",,738,,2-s2.0-0034682945
"Fulton T.L.","14324553800;","Setting Up an ancient DNA laboratory",2012,"Methods in Molecular Biology","840",,,"1","11",,38,"10.1007/978-1-61779-516-9_1",2-s2.0-84856269184
"Champlot S., Berthelot C., Pruvost M., Andrew Bennett E., Grange T., Geigl E.-M.","15831335000;55648585500;8643057900;37036881300;7003771968;6602182148;","An efficient multistrategy DNA decontamination procedure of PCR reagents for hypersensitive PCR applications",2010,"PLoS ONE","5","9", e13042,"","",,145,"10.1371/journal.pone.0013042",2-s2.0-77958605242
"Tamariz J., Voynarovska K., Prinz M., Caragine T.","13004443500;14033624400;7004377006;6507268514;","The application of ultraviolet irradiation to exogenous sources of DNA in plasticware and water for the amplification of low copy number DNA",2006,"Journal of Forensic Sciences","51","4",,"790","794",,61,"10.1111/j.1556-4029.2006.00172.x",2-s2.0-33745747425
"Lee E.J., Makarewicz C., Renneberg R., Harder M., Krause-Kyora B., Müller S., Ostritz S., Fehren-Schmitz L., Schreiber S., Müller J., Von Wurmb-Schwark N., Nebel A.","34971377400;12786139100;35091597900;55204348900;35725595200;57214052704;57194601628;35329530300;55682654032;22935166000;6602780384;57202555419;","Emerging genetic patterns of the european neolithic: Perspectives from a late neolithic bell beaker burial site in Germany",2012,"American Journal of Physical Anthropology","148","4",,"571","579",,34,"10.1002/ajpa.22074",2-s2.0-85027920660
"Bandelt H.-J., Forster P., Röhl A.","7003956536;35725329700;7004407291;","Median-joining networks for inferring intraspecific phylogenies",1999,"Molecular Biology and Evolution","16","1",,"37","48",,6640,"10.1093/oxfordjournals.molbev.a026036",2-s2.0-0032900678
"Frey U.H., Bachmann H.S., Peters J., Siffert W.","8673414900;7102387039;7404190456;7005096601;","PCR-amplification of GC-rich regions: 'Slowdown PCR'",2008,"Nature Protocols","3","8",,"1312","1317",,80,"10.1038/nprot.2008.112",2-s2.0-50449109363
"Haak W., Balanovsky O., Sanchez J.J., Koshel S., Zaporozhchenko V., Adler C.J., der Sarkissian C.S.I., Brandt G., Schwarz C., Nicklisch N., Dresely V., Fritsch B., Balanovska E., Villems R., Meller H., Alt K.W., Cooper A.","8879704200;57215688518;7403998988;6506218222;35757164800;35745509300;36666098000;9237647000;36705295700;8786769300;36600164000;36704727200;57205450032;7004629464;6603254880;7006833304;35263632400;","Ancient DNA from European early Neolithic farmers reveals their near eastern affinities",2010,"PLoS Biology","8","11", e1000536,"","",,275,"10.1371/journal.pbio.1000536",2-s2.0-78649929790
"Drummond A.J., Ashton B., Buxton S., Cheung M., Cooper A., Duran C., Field M., Heled J., Kearse M., Markowitz S., Moir R., Stones-Havas S., Sturrock S., Thierer T., Wilson A.","",[No title available],2011,"Geneious v5.4",,,,"","",,451,,2-s2.0-79958043657
"Cucchi T., Hulme-Beaman A., Yuan J., Dobney K.","6506822509;36627224600;56988201600;6602595568;","Early Neolithic pig domestication at Jiahu, Henan Province, China: Clues from molar shape analyses using geometric morphometric approaches",2011,"Journal of Archaeological Science","38","1",,"11","22",,79,"10.1016/j.jas.2010.07.024",2-s2.0-78049286754
"Rohlf F.J.","","tpsDig v2.16",2010,"Ecology and Evolution",,,,"","",,1,,2-s2.0-84893345426
"Rohlf F.J.","",[No title available],2010,"TPS Relative Warps Ecology and Evolution",,,,"","",,2,,2-s2.0-84893354965
"Rohlf F.J., Slice D.","7003281107;6603334019;","Extensions of the procrustes method for the optimal superimposition of landmarks",1990,"Systematic Zoology","39","1",,"40","59",,2389,"10.2307/2992207",2-s2.0-84860428591
"Goodall C.R.","","Procrustes methods in the statistical analysis of shape revisited",1995,"Current Issues in Statistical Shape Analysis",,,,"18","33",,37,,2-s2.0-0002116008
[No author name available],[No author id available],"R: A language and environment for statistical computing",2011,"R: A Language and Environment for Statistical Computing",,,,"","",,9002,,2-s2.0-79961135005
"Baylac M.","","Rmorph: A R geometric and multivariate morphometrics library.",2012,"Rmorph: A R Geometric and Multivariate Morphometrics Library",,,,"","",,57,,2-s2.0-55349130219
"Ursing B.M., Arnason U.","36880339700;55906493800;","The complete mitochondrial DNA sequence of the pig (Sus scrofa)",1998,"Journal of Molecular Evolution","47","3",,"302","306",,136,"10.1007/PL00006388",2-s2.0-0031714829
