Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Cornette R., Herrel A., Cosson J.-F., Poitevin F., Baylac M.","6506350460;7004374986;7005908632;6506565638;6701570331;","Rapid morpho-functional changes among insular populations of the greater white-toothed shrew",2012,"Biological Journal of the Linnean Society","107","2",,"322","331",,17,"10.1111/j.1095-8312.2012.01934.x",2-s2.0-84866326784
"Cornette R., Tresset A., Houssin C., Pascal M., Herrel A.","6506350460;6506727552;6602414547;7101622903;7004374986;","Does bite force provide a competitive advantage in shrews? The case of the greater white-toothed shrew",2015,"Biological Journal of the Linnean Society","114","4",,"795","807",,10,"10.1111/bij.12423",2-s2.0-84924540595
"Cosson J.F., Pascal M., Bioret F.","7005908632;7101622903;6602306174;","Origin and distribution of shrews, genus Crocidura, in Breton islands [Origine et répartition des musaraignes du genre Crocidura dans les îles Bretonnes]",1996,"Vie et Milieu","46","3-4",,"233","244",,14,,2-s2.0-0030319519
"Cucchi T., Barnett R., Martínková N., Renaud S., Renvoisé E., Evin A., Sheridan A., Mainland I., Wickham-Jones C., Tougard C., Quéré J.P., Pascal M., Pascal M., Heckel G., O'Higgins P., Searle J.B., Dobney K.M.","6506822509;36776853100;6602917577;7103131750;23502206400;23977570900;57193173658;6506246320;6506865607;23394014700;7003533648;7101622903;55841654300;6602994529;7004722122;7102976955;6602595568;","The changing pace of insular life: 5000 years of microevolution in the orkney vole (microtus arvalis orcadensis)",2014,"Evolution","68","10",,"2804","2820",,36,"10.1111/evo.12476",2-s2.0-84908068182
"Dubey S., Zaitsev M., Cosson J.-F., Abdukadier A., Vogel P.","12645195500;7005611165;7005908632;12646476700;7202621416;","Pliocene and Pleistocene diversification and multiple refugia in a Eurasian shrew (Crocidura suaveolens group)",2006,"Molecular Phylogenetics and Evolution","38","3",,"635","647",,88,"10.1016/j.ympev.2005.11.005",2-s2.0-33244457429
"Dubey S., Cosson J.-F., Magnanou E., Vohralík V., Benda P., Frynta D., Hutterer R., Vogel V., Vogel P.","12645195500;7005908632;9036260000;6603177474;7004431435;6602870805;6701391463;14020700700;7202621416;","Mediterranean populations of the lesser white-toothed shrew (Crocidura suaveolens group): An unexpected puzzle of Pleistocene survivors and prehistoric introductions",2007,"Molecular Ecology","16","16",,"3438","3452",,41,"10.1111/j.1365-294X.2007.03396.x",2-s2.0-34547687820
"Evstafiev I.","","Fauna of mammals and naturally-hearths infections in Crimea",2006,"Proceedings of the Theriological School","8",,,"111","119",,4,,2-s2.0-82855166226
"Fumagalli L., Taberlet P., Stewart D.T., Gielly L., Hausser J., Vogel P.","57190047439;7005159471;55817300500;6603931375;7003359703;7202621416;","Molecular Phylogeny and Evolution ofSorexShrews (Soricidae: Insectivora) Inferred from Mitochondrial DNA Sequence Data",1999,"Molecular Phylogenetics and Evolution","11","2",,"222","235",,113,"10.1006/mpev.1998.0568",2-s2.0-0033088685
"Goslin J., Van Vliet Lanoë B., Spada G., Bradley S., Tarasov L., Neill S., Suanez S.","57212717903;7004036707;7004402835;14625901100;7006660220;7103133373;6603500026;","A new Holocene relative sea-level curve for western Brittany (France): Insights on isostatic dynamics along the Atlantic coasts of north-western Europe",2015,"Quaternary Science Reviews","129",,,"341","365",,20,"10.1016/j.quascirev.2015.10.029",2-s2.0-84946408779
"Groves D.","","The Mammals of Cornwall and the Isles of Scilly",2013,"The Mammals of Cornwall and the Isles of Scilly",,,,"","",,2,,2-s2.0-85056906359
"Herman J.S., Searle J.B.","8222147100;7102976955;","Post-glacial partitioning of mitochondrial genetic variation in the field vole",2011,"Proceedings of the Royal Society B: Biological Sciences","278","1724",,"3601","3607",,48,"10.1098/rspb.2011.0321",2-s2.0-80054952443
"Herman J.S., Jóhannesdóttir F., Jones E.P., Mcdevitt A.D., Michaux J.R., White T.A., Wójcik J.M., Searle J.B.","8222147100;25936327800;14521302000;26023434200;35583323100;15830481900;35235344900;7102976955;","Post-glacial colonization of Europe by the wood mouse, Apodemus sylvaticus: Evidence of a northern refugium and dispersal with humans",2017,"Biological Journal of the Linnean Society","120","2",,"313","332",,12,"10.1111/bij.12882",2-s2.0-84987651027
"Hervé M.","","RVAideMemoire: diverse basic statistical and graphical functions",2014,"RVAideMemoire: Diverse Basic Statistical and Graphical Functions",,,,"","",,130,,2-s2.0-84922293391
"Hewitt G.","7102168426;","The genetic legacy of the quaternary ice ages",2000,"Nature","405","6789",,"907","913",,4348,"10.1038/35016000",2-s2.0-0034702196
"Ho S.Y.W., Larson G.","7403716888;8280762100;","Molecular clocks: When timesare a-changin'",2006,"Trends in Genetics","22","2",,"79","83",,282,"10.1016/j.tig.2005.11.006",2-s2.0-31444442779
"Ho S.Y.W., Phillips M.J., Cooper A., Drummond A.J.","7403716888;7402769978;35263632400;26643297100;","Time dependency of molecular rate estimates and systematic overestimation of recent divergence times",2005,"Molecular Biology and Evolution","22","7",,"1561","1568",,747,"10.1093/molbev/msi145",2-s2.0-20444427160
"Ho S.Y.W., Lanfear R., Bromham L., Phillips M.J., Soubrier J., Rodrigo A.G., Cooper A.","7403716888;25228756200;7004168144;7402769978;46661325500;7005923028;35263632400;","Time-dependent rates of molecular evolution",2011,"Molecular Ecology","20","15",,"3087","3101",,313,"10.1111/j.1365-294X.2011.05178.x",2-s2.0-79960629871
"Jeanmaire-Besançon F.","","Estimation de läge et de la longevité chez Crocidura Russula",1986,"Acta Oecol.","7",,,"355","366",,12,,2-s2.0-0013672808
"Jolliffe I.T.","",[No title available],1986,"Principal Component Analysis",,,,"","",,21233,,2-s2.0-0003946510
"Jones E.P., Skirnisson K., McGovern T.H., Gilbert M.T.P., Willerslev E., Searle J.B.","14521302000;6602906967;7005863479;7202762494;56273625000;7102976955;","Fellow travellers: A concordance of colonization patterns between mice and men in the North Atlantic region",2012,"BMC Evolutionary Biology","12","1", 35,"","",,35,"10.1186/1471-2148-12-35",2-s2.0-84858324626
"Jones E.P., Eager H.M., Gabriel S.I., Jóhannesdóttir F., Searle J.B.","14521302000;55945701300;16039293200;25936327800;7102976955;","Genetic tracking of mice and other bioproxies to infer human history",2013,"Trends in Genetics","29","5",,"298","308",,47,"10.1016/j.tig.2012.11.011",2-s2.0-84876791332
"Klingenberg C.P.","7004588456;","MorphoJ: An integrated software package for geometric morphometrics",2011,"Molecular Ecology Resources","11","2",,"353","357",,1766,"10.1111/j.1755-0998.2010.02924.x",2-s2.0-78650839801
"Klingenberg C.P., Montero L.R.","7004588456;7103010498;","Distances and directions in multidimensional shape spaces: Implications for morphometric applications",2005,"Systematic Biology","54","4",,"678","688",,229,"10.1080/10635150590947258",2-s2.0-15244360917
"Krzanowski W.J.","7003599299;","Cross-validation in principal component analysis",1987,"Biometrics","43","3",,"575","584",,120,"10.2307/2531996",2-s2.0-0023526237
"Krzanowski W.J.","",[No title available],1988,"Principles of Multivariate Analysis",,,,"","",,1816,,2-s2.0-0003900252
"Lambeck K., Rouby H., Purcell A., Sun Y., Sambridge M.","7007114932;24367153800;7005219882;55598376200;7004352305;","Sea level and global ice volumes from the Last Glacial Maximum to the Holocene",2014,"Proceedings of the National Academy of Sciences of the United States of America","111","43",,"15296","15303",,636,"10.1073/pnas.1411762111",2-s2.0-84908275503
"Le Gall B., Authemayou C., Ehrhold A., Paquette J.-L., Bussien D., Chazot G., Aouizerat A., Pastol Y.","6701418913;8324617400;6506123436;7006214453;24766220900;36757515800;56991156100;36093283800;","LiDAR offshore structural mapping and U/Pb zircon/monazite dating of Variscan strain in the Leon metamorphic domain, NW Brittany",2014,"Tectonophysics","630","C",,"236","250",,17,"10.1016/j.tecto.2014.05.026",2-s2.0-84949117479
"Lomolino M.V.","7003771892;","Body size evolution in insular vertebrates: Generality of the island rule",2005,"Journal of Biogeography","32","10",,"1683","1699",,339,"10.1111/j.1365-2699.2005.01314.x",2-s2.0-33745077554
"Lomolino M.V., Sax D.F., Palombo M.R., van der Geer A.A.","7003771892;7004668423;6603721324;8977071200;","Of mice and mammoths: Evaluations of causal explanations for body size evolution in insular mammals",2012,"Journal of Biogeography","39","5",,"842","854",,78,"10.1111/j.1365-2699.2011.02656.x",2-s2.0-84859811523
"Martínková N., Barnett R., Cucchi T., Struchen R., Pascal M., Pascal M., Fischer M.C., Higham T., Brace S., Ho S.Y.W., Quéré J.-P., O'Higgins P., Excoffier L., Heckel G., Rus Hoelzel A., Dobney K.M., Searle J.B.","6602917577;36776853100;6506822509;36998877200;55841654300;7101622903;55574219847;7003799879;55068108200;7403716888;7003533648;7004722122;7004470075;6602994529;7004310137;6602595568;7102976955;","Divergent evolutionary processes associated with colonization of offshore islands",2013,"Molecular Ecology","22","20",,"5205","5220",,61,"10.1111/mec.12462",2-s2.0-84885586518
"McDevitt A.D., Montgomery W.I., Tosh D.G., Lusby J., Reid N., White T.A., McDevitt C.D., O'Halloran J., Searle J.B., Yearsley J.M.","26023434200;7101969065;57202762204;25028194300;22958303900;15830481900;31767630700;7006893533;7102976955;6701741516;","Invading and expanding: Range dynamics and ecological consequences of the greater white-toothed shrew (Crocidura russula) invasion in Ireland",2014,"PLoS ONE","9","6", e100403,"","",,16,"10.1371/journal.pone.0100403",2-s2.0-84903548793
"Moncunill-Solé B., Jordana X., Köhler M.","55804925400;56074289200;35430989100;","How common is gigantism in insular fossil shrews? Examining the ‘Island Rule’ in soricids (Mammalia: Soricomorpha) from Mediterranean Islands using new body mass estimation models",2016,"Zoological Journal of the Linnean Society","178","1",,"163","182",,7,"10.1111/zoj.12399",2-s2.0-84975744792
"Masseti M.","","Atlas of Terrestrial Mammals of the Ionian and Aegean Islands",2012,"Atlas of Terrestrial Mammals of the Ionian and Aegean Islands",,,,"","",,20,,2-s2.0-84897388924
"Menier D., Tessier B., Proust J.-N., Baltzer A., Sorrel P., Traini C.","23111070800;6701857246;7103077212;7003767165;16205501000;35977027300;","The Holocene transgression as recorded by incised-valley infilling in a rocky coast context with low sediment supply (southern Brittany, western france)",2010,"Bulletin de la Societe Geologique de France","181","2",,"115","128",,43,"10.2113/gssgfbull.181.2.115",2-s2.0-77951626773
"Neill S.P., Scourse J.D., Uehara K.","7103133373;6701724255;7201993628;","Evolution of bed shear stress distribution over the northwest European shelf seas during the last 12,000 years",2010,"Ocean Dynamics","60","5",,"1139","1156",,42,"10.1007/s10236-010-0313-3",2-s2.0-77958083717
"Pailler Y., Stéphan P., Gandois H., Nicolas C., Sparfel Y., Tresset A., Donnart K., Dreáno Y., Fichaut B., Suanez S., Dupont C., Audouard L., Marcoux N., Mougne C., Salanova L., Sellami F., Dietsch-Sellami M.-F.","26032825200;7005148001;56108728200;37041442700;38762060200;6506727552;35772477100;57192644245;6507630248;6603500026;24075917500;57192009435;7801570565;56411927800;26033520300;57192645189;26033316300;","Landscape Evolution and Human Settlement in the Iroise Sea (Brittany, France) during the Neolithic and Bronze Age",2014,"Proceedings of the Prehistoric Society","80",,,"105","139",,6,"10.1017/ppr.2014.9",2-s2.0-85007020413
"Paradis E., Claude J., Strimmer K.","57202408762;7102687004;6603571216;","APE: Analyses of phylogenetics and evolution in R language",2004,"Bioinformatics","20","2",,"289","290",,6315,"10.1093/bioinformatics/btg412",2-s2.0-1042304216
"Pascal M., Siorat F., Lorvelec O., Yésou P., Simberloff D.","7101622903;6507908110;6602795055;55890148400;7005175455;","A pleasing consequence of Norway rat eradication: Two shrew species recover",2005,"Diversity and Distributions","11","3",,"193","198",,21,"10.1111/j.1366-9516.2005.00137.x",2-s2.0-18444405875
"Pascal M., Lorvelec O., Vigne J.-D.","","Invasions Biologiques et Extinctions: 11 000 Ans d'Histoire des Vertébrés en France",2006,"Invasions Biologiques et Extinctions. 11 000 Ans d'Histoire des Vertébrés en France",,,,"","",,45,,2-s2.0-33846521931
"Pérez-Romero A., Iriarte E., Galindo-Pellicena M.Á., García-González R., Rodríguez L., Castilla M., Francés-Negro M., Santos E., Valdiosera C., Arsuaga J.-L., Alday A., Carretero J.-M.","55848436100;57209570889;35490235100;16401367300;56645623200;56462359000;56736914200;57202403084;15623754200;6506247114;57201221772;7101919497;","An unusual Pre-bell beaker copper age cave burial context from El Portalón de Cueva Mayor site (Sierra de Atapuerca, Burgos)",2017,"Quaternary International","433",,,"142","155",,13,"10.1016/j.quaint.2015.06.063",2-s2.0-84937842127
"Perrin T.","","Les datations radiocarbone",2015,"Fouille archéologique de Roquemissou à Montrozier (Aveyron). Second rapport intermédiaire (2015) d'Opération programmèe triennale 2014-2016",,,,"","",,1,,2-s2.0-85056896239
"Perrin T.","","Les datations radiocarbone",2016,"Fouille archéologique de Roquemissou à Montrozier (Aveyron). Rapport d'Opération programmèe triennale 2014-2016",,,,"","",,1,,2-s2.0-85056873515
"Poitevin F., Catalan J., Fons R., Croset H.","","Biologie évolutive des populations ouest-européennes de Crocidures. I.- Critères d'identification et répartition biogéographique de Crocidura russula (Hermann, 1780) et Crocidura suaveolens (Pallas, 1811)",1986,"Rev. Ecol. (Terre Vie)","41",,,"299","314",,28,,2-s2.0-0000384575
"Provan J., Bennett K.D.","7005744954;7202750287;","Phylogeographic insights into cryptic glacial refugia",2008,"Trends in Ecology and Evolution","23","10",,"564","571",,640,"10.1016/j.tree.2008.06.010",2-s2.0-51449110361
[No author name available],[No author id available],[No title available],2012,"R: A Language and Environment for Statistical Computing",,,,"","",,78973,,2-s2.0-84863304598
"Renaud S.","","First upper molar and mandible shape of Apodemus wood mice",2005,"J. Biogeogr.","30",,,"1617","1628",,1,,2-s2.0-85056866397
"Renaud S., Millien V.","7103131750;6507649036;","Intra- and interspecific morphological variation in the field mouse species Apodemus argenteus and A. speciosus in the Japanese archipelago: The role of insular isolation and biogeographic gradients",2001,"Biological Journal of the Linnean Society","74","4",,"557","569",,46,"10.1006/bijl.2001.0595",2-s2.0-0035700963
"Renaud S., Michaux J.R.","7103131750;35583323100;","Mandibles and molars of the wood mouse, Apodemus sylvaticus (L.): Integrated latitudinal pattern and mosaic insular evolution",2007,"Journal of Biogeography","34","2",,"339","355",,35,"10.1111/j.1365-2699.2006.01597.x",2-s2.0-33846422714
"Renaud S., Alibert P., Auffray J.-C.","7103131750;6603337881;7007054202;","Mandible shape in hybrid mice",2009,"Naturwissenschaften","96","9",,"1043","1050",,20,"10.1007/s00114-009-0563-4",2-s2.0-68949198786
"Rohlf F.J.","",[No title available],2005,"Ecology and Evolution.",,,,"","",,4,,2-s2.0-34249820952
"Rohlf F.J., Slice D.","7003281107;6603334019;","Extensions of the procrustes method for the optimal superimposition of landmarks",1990,"Systematic Zoology","39","1",,"40","59",,2389,"10.2307/2992207",2-s2.0-84860428591
"Rolland C.","","Clé d'identification des micromammifères de Rhône-Alpes: Identification à partir des restes osseux contenus dans les pelotes de réjection des rapaces. CORA Faune Sauvage",2008,,,,,"","",,1,,2-s2.0-85056857378
"Royer A.","56895785900;","How complex is the evolution of small mammal communities during the Late Glacial in southwest France?",2016,"Quaternary International","414",,,"23","33",,6,"10.1016/j.quaint.2015.12.065",2-s2.0-84958206566
"Rychlik L., Ramalhinho G., Polly P.D.","56058945000;6603312480;9841533000;","Response to environmental factors and competition: Skull, mandible and tooth shapes in Polish water shrews (Neomys, Soricidae, Mammalia)",2006,"Journal of Zoological Systematics and Evolutionary Research","44","4",,"339","351",,33,"10.1111/j.1439-0469.2006.00374.x",2-s2.0-33749021337
"Schlager S.","","Morpho: calculations and visualizations related to geometric morphometrics",2013,"Morpho: Calculations and Visualizations Related to Geometric Morphometrics",,,,"","",,113,,2-s2.0-84879978609
"Searle J.B., Kotlík P., Rambau R.V., Marková S., Herman J.S., McDevitt A.D.","7102976955;6701865821;6603655781;16402928100;8222147100;26023434200;","The Celtic fringe of Britain: Insights from small mammal phylogeography",2009,"Proceedings of the Royal Society B: Biological Sciences","276","1677",,"4287","4294",,43,"10.1098/rspb.2009.1422",2-s2.0-72749097173
"SHOM","","MNT Bathymétrique de façade Atlantique (Projet Homonim)",2015,"Projet Homonim",,,,"","",,10,,2-s2.0-85056813538
"SHOM","","MNT Bathymétrique de façade Atlantique (Projet Homonim)",2015,"Projet Homonim",,,,"","",,10,,2-s2.0-85056813538
"Slice D.E.","6603334019;","Geometric morphometrics",2007,"Annual Review of Anthropology","36",,,"261","281",,330,"10.1146/annurev.anthro.34.081804.120613",2-s2.0-36048942133
"Stéphan P., Goslin J., Pailler Y., Manceau R., Suanez S., Van Vliet-Lanoë B., Hénaff A., Delacourt C.","7005148001;57212717903;26032825200;56306293200;6603500026;7004036707;6507739239;13403382600;","Holocene salt-marsh sedimentary infilling and relative sea-level changes in West Brittany (France) using foraminifera-based transfer functions",2015,"Boreas","44","1",,"153","177",,18,"10.1111/bor.12092",2-s2.0-84920270817
"Stewart J.R., Lister A.M.","8621347600;7005160847;","Cryptic northern refugia and the origins of the modern biota",2001,"Trends in Ecology and Evolution","16","11",,"608","613",,685,"10.1016/S0169-5347(01)02338-2",2-s2.0-0035500901
"Stewart J.R., Lister A.M., Barnes I., Dalén L.","8621347600;7005160847;35503036400;6602841361;","Refugia revisited: Individualistic responses of species in space and time",2010,"Proceedings of the Royal Society B: Biological Sciences","277","1682",,"661","671",,673,"10.1098/rspb.2009.1272",2-s2.0-77649201798
"Taberlet P., Fumagalli L., Wust-Saucy A.-G., Cosson J.-F.","7005159471;57190047439;6504487978;7005908632;","Comparative phylogeography and postglacial colonization routes in Europe",1998,"Molecular Ecology","7","4",,"453","464",,2156,"10.1046/j.1365-294x.1998.00289.x",2-s2.0-0032055176
"Tougard C., Renvoisé E., Petitjean A., Quéré J.-P.","23394014700;23502206400;25646693900;7003533648;","New insight into the colonization processes of common voles: Inferences from molecular and fossil evidence",2008,"PLoS ONE","3","10", e3532,"","",,46,"10.1371/journal.pone.0003532",2-s2.0-56149117101
"Uehara K., Scourse J.D., Horsburgh K.J., Lambeck K., Purcell A.P.","7201993628;6701724255;7004075163;7007114932;7005219882;","Tidal evolution of the northwest European shelf seas from the Last Glacial Maximum to the present",2006,"Journal of Geophysical Research: Oceans","111","9", C09025,"","",,137,"10.1029/2006JC003531",2-s2.0-34548525259
"Valenzuela S., Poitevin F., Cornette R., Bournery A., Nadal J., Vigne J.-D.","36951937200;6506565638;6506350460;14830964300;55597088165;7006603465;","Evolving ecosystems: ecological data from an Iron Age small mammal accumulation at Alorda Park (Catalonia, Spain)",2009,"Journal of Archaeological Science","36","6",,"1248","1255",,13,"10.1016/j.jas.2009.01.013",2-s2.0-62049083779
"Van der Geer A.A., Lyras G.A., Lomolino M.V., Palombo M.R., Sax D.F.","8977071200;6508217046;7003771892;6603721324;7004668423;","Body size evolution of palaeo-insular mammals: Temporal variations and interspecific interactions",2013,"Journal of Biogeography","40","8",,"1440","1450",,31,"10.1111/jbi.12119",2-s2.0-84880506578
"Van Valen L.","","A new evolutionary law",1973,"Evol. Theory","1",,,"1","30",,2048,,2-s2.0-0002027029
"Vega R., Mcdevitt A.D., Kryštufek B., Searle J.B.","16231821800;26023434200;7004527339;7102976955;","Ecogeographical patterns of morphological variation in pygmy shrews Sorex minutus (Soricomorpha: Soricinae) within a phylogeographical and continental-and-island framework",2016,"Biological Journal of the Linnean Society","119","4",,"799","815",,4,"10.1111/bij.12858",2-s2.0-84978484119
