Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Meloro C., Hudson A., Rook L.","12144464500;56457582600;7004188493;","Feeding habits of extant and fossil canids as determined by their skull geometry",2015,"Journal of Zoology","295","3",,"178","188",,20,"10.1111/jzo.12196",2-s2.0-84923541744
"Meunier F.J., Desse G.","","Interprétation histologique de la 'métamorphose radiographique' des vertèbres caudales du saumon, Salmo salar L., lors de sa remontée en eau douce",1978,"Bulletin Français de Pisciculture","271",,,"33","39",,10,,2-s2.0-0010331143
"Meunier F.-J., Ramzu M.-Y.","7101758776;6507558035;","Functional regionalization of the vertebral axis related to the swimming mode in Teleostei [La régionalisation morphofonctionnelle de l'axe vertébral chez les Téléostéens en relation avec le mode de nage]",2006,"Comptes Rendus - Palevol","5","3-4",,"499","507",,23,"10.1016/j.crpv.2006.01.002",2-s2.0-54249096192
"O'Connor S., Ono R., Clarkson C.","8707659200;36640677800;36885327100;","Pelagic fishing at 42,000 years before the present and the maritime skills of modern humans",2011,"Science","334","6059",,"1117","1121",,172,"10.1126/science.1207703",2-s2.0-82255169476
"O'Connor S., Mahirta, Samper Carro S.C., Hawkins S., Kealy S., Louys J., Wood R.","8707659200;57191912396;55914468200;55759036500;57016654100;15136337000;35202563700;","Fishing in life and death: Pleistocene fish-hooks from a burial context on Alor Island, Indonesia",2017,"Antiquity","91","360",,"1451","1468",,11,"10.15184/aqy.2017.186",2-s2.0-85038424111
"Ono R., Clark G.","36640677800;7402874875;","A 2500-year record of marine resource use on Ulong Island, Republic of Palau",2012,"International Journal of Osteoarchaeology","22","6",,"637","654",,30,"10.1002/oa.1226",2-s2.0-84870994840
"Ottoni C., Girdland Flink L., Evin A., Geörg C., De Cupere B., Van Neer W., Bartosiewicz L., Linderholm A., Barnett R., Peters J., Decorte R., Waelkens M., Vanderheyden N., Ricaut F.-X., Çakirlar C., Çevik Ö., Hoelzel A.R., Mashkour M., Mohaseb Karimlu A.F., Sheikhi Seno S., Daujat J., Brock F., Pinhasi R., Hongo H., Perez-Enciso M., Rasmussen M., Frantz L., Megens H.-J., Crooijmans R., Groenen M., Arbuckle B., Benecke N., Strand Vidarsdottir U., Burger J., Cucchi T., Dobney K., Larson G.","16836860100;55636124900;23977570900;57140428200;6506604649;55886485300;7003328048;24399317900;36776853100;7404190551;6701558321;6701539547;8625766700;6603261067;54977661200;57202509646;7004310137;23980277500;55915525100;55635986300;55635377900;7003530146;10041187600;7005444358;7004824708;56681765600;55470973700;6603423801;7003744396;55152322100;26033412600;6507420597;55349385000;12778968400;6506822509;6602595568;8280762100;","Pig domestication and human-mediated dispersal in western eurasia revealed through ancient DNA and geometric morphometrics",2013,"Molecular Biology and Evolution","30","4",,"824","832",,114,"10.1093/molbev/mss261",2-s2.0-84875580696
"Owen J., Dobney K., Evin A., Cucchi T., Larson G., Strand Vidarsdottir U.","55980924700;6602595568;23977570900;6506822509;8280762100;55349385000;","The zooarchaeological application of quantifying cranial shape differences in wild boar and domestic pigs (Sus scrofa) using 3D geometric morphometrics",2014,"Journal of Archaeological Science","43","1",,"159","167",,28,"10.1016/j.jas.2013.12.010",2-s2.0-84892961583
"Perez S.I., Bernal V., Gonzalez P.N.","13808174600;55930645900;55799217100;","Differences between sliding semi-landmark methods in geometric morphometrics, with an application to human craniofacial and dental variation",2006,"Journal of Anatomy","208","6",,"769","784",,244,"10.1111/j.1469-7580.2006.00576.x",2-s2.0-33744472832
"Ponton D.","6701751405;","Is geometric morphometrics efficient for comparing otolith shape of different fish species?",2006,"Journal of Morphology","267","6",,"750","757",,63,"10.1002/jmor.10439",2-s2.0-33646853319
"Rohlf F.J., Slice D.","7003281107;6603334019;","Extensions of the procrustes method for the optimal superimposition of landmarks",1990,"Systematic Zoology","39","1",,"40","59",,2389,"10.2307/2992207",2-s2.0-84860428591
"Samper Carro S.C., O'Connor S., Louys J., Hawkins S., Mahirta M.","55914468200;8707659200;15136337000;55759036500;57015616100;","Human maritime subsistence strategies in the Lesser Sunda Islands during the terminal Pleistocene–early Holocene: New evidence from Alor, Indonesia",2016,"Quaternary International","416",,,"64","79",,25,"10.1016/j.quaint.2015.07.068",2-s2.0-84951087515
"Samper Carro S.C., Louys J., O'Connor S.","55914468200;15136337000;8707659200;","Methodological considerations for icthyoarchaeology from the Tron Bon Lei sequence, Alor, Indonesia",2017,"Archaeological Research in Asia","12",,,"11","22",,9,"10.1016/j.ara.2017.09.006",2-s2.0-85030780824
"Smith W.H.F., Sandwell D.T.","25926741400;7005907476;","Global sea floor topography from satellite altimetry and ship depth soundings",1997,"Science","277","5334",,"1956","1962",,3227,"10.1126/science.277.5334.1956",2-s2.0-0030842741
"Van Neer W., Lõugas L., Rijnsdorp A.D.","55886485300;6507138364;7003997478;","Reconstructing age distribution, season of capture and growth rate of fish from archaeological sites based on otoliths and vertebrae",1999,"International Journal of Osteoarchaeology","9","2",,"116","130",,30,"10.1002/(SICI)1099-1212(199903/04)9:2<116::AID-OA465>3.0.CO;2-H",2-s2.0-0006158819
"Videler J.J.","",[No title available],1993,"Fish Swimming",,,,"","",,840,,2-s2.0-0004253073
"Zelditch M.L., Swiderski D.L., Sheets H.D., Fink W.L.","",[No title available],2004,"Geometric Morphometrics for Biologists: A Primer",,,,"","",,685,,2-s2.0-85013705089
"Zohar I., Biton R.","8323412400;8234590800;","Land, lake, and fish: Investigation of fish remains from Gesher Benot Ya'aqov (paleo-Lake Hula)",2011,"Journal of Human Evolution","60","4",,"343","356",,30,"10.1016/j.jhevol.2010.10.007",2-s2.0-79952360290
"Zohar I., Cooke R.","8323412400;7402645403;","The impact of salting and drying on fish bones: Preliminary observations on four marine species from Parita Bay, Panamá",1997,"Archaeofauna","6",,,"59","66",,29,,2-s2.0-0003282831
"Zohar I., Dayan T., Galili E., Spanier E.","8323412400;7003620454;6602623797;7003273645;","Fish processing during the early holocene: A Taphonomic case study from Coastal Israel",2001,"Journal of Archaeological Science","28","10",,"1041","1053",,63,"10.1006/jasc.2000.0630",2-s2.0-0034799290
"Zohar I., Belmaker M., Nadel D., Gafny S., Goren M., Hershkovitz I., Dayan T.","8323412400;7801530361;6701392425;6602803144;7005270033;7004032045;7003620454;","The living and the dead: How do taphonomic processes modify relative abundance and skeletal completeness of freshwater fish?",2008,"Palaeogeography, Palaeoclimatology, Palaeoecology","258","4",,"292","316",,28,"10.1016/j.palaeo.2007.11.004",2-s2.0-39149137199
