Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Yravedra Sainz de los Terreros J., Maté-González M.Á., Courtenay L.A.","57209685315;56780291300;57200549280;","New technologies applied to archaeology. Contributions of photogrammetry and geometric morphometrics to the resolution of taphonomic issues",2019,"Quaternary International","517",,,"1","3",,,"10.1016/j.quaint.2019.06.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068446514&doi=10.1016%2fj.quaint.2019.06.030&partnerID=40&md5=50ef51d30e4ecff1832984f09ac93db0","Department of Prehistory, Complutense University, Prof. Aranguren s/n, Madrid, 28040, Spain; Department of Cartographic and Land Engineering, Higher Polytechnic School of Avila, University of Salamanca, Hornos Caleros 50, Avila, 05003, Spain; Àrea de Prehisòria, Universita Rovira I Virgili (URV), Avignuda de Catalunya 35, Tarragona, 43002, Spain; Institut de Paleoecologia Humana I Evolució Social (IPHES), Zona Educacional, Campus Sescelades URV (Edifici W3) E3, Tarragona, 43700, Spain","Yravedra Sainz de los Terreros, J., Department of Prehistory, Complutense University, Prof. Aranguren s/n, Madrid, 28040, Spain; Maté-González, M.Á., Department of Cartographic and Land Engineering, Higher Polytechnic School of Avila, University of Salamanca, Hornos Caleros 50, Avila, 05003, Spain; Courtenay, L.A., Department of Cartographic and Land Engineering, Higher Polytechnic School of Avila, University of Salamanca, Hornos Caleros 50, Avila, 05003, Spain, Àrea de Prehisòria, Universita Rovira I Virgili (URV), Avignuda de Catalunya 35, Tarragona, 43002, Spain, Institut de Paleoecologia Humana I Evolució Social (IPHES), Zona Educacional, Campus Sescelades URV (Edifici W3) E3, Tarragona, 43700, Spain",[No abstract available],,,Editorial,"Final",,Scopus,2-s2.0-85068446514
