Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"James Rohlf F., Marcus L.F.","24518567800;7005305240;","Geometric morphometrics: Reply to M. Corti",1993,"Trends in Ecology and Evolution","8","9",,"339","",,7,"10.1016/0169-5347(93)90244-J",2-s2.0-0008676215
"Rohlf F.J.","7003281107;","Comparative methods for the analysis of continuous variables: Geometric interpretations",2001,"Evolution","55","11",,"2143","2160",,455,"10.1111/j.0014-3820.2001.tb00731.x",2-s2.0-0035685482
"Rohlf F.J.","",[No title available],2009,"NTSYSpc, Version 2.21c",,,,"","",,2,,2-s2.0-81155162866
"Sanchez P.M.","57189172047;","The unequal group size problem in discriminant analysis",1974,"Journal of the Academy of Marketing Science","2","4",,"629","633",,12,"10.1007/BF02729456",2-s2.0-51649188084
"Sanfilippo P.G., Cardini A., Hewitt A.W., Crowston J.G., Mackey D.A.","6701687565;21933368100;12142162700;26643353200;36909266400;","Optic disc morphology - Rethinking shape",2009,"Progress in Retinal and Eye Research","28","4",,"227","248",,36,"10.1016/j.preteyeres.2009.05.004",2-s2.0-67650504865
"Sapir-Hen L., Bar-Oz G., Khalaily H., Dayan T.","25227981600;6507839206;6505828507;7003620454;","Gazelle exploitation in the early Neolithic site of Motza, Israel: the last of the gazelle hunters in the southern Levant",2009,"Journal of Archaeological Science","36","7",,"1538","1546",,23,"10.1016/j.jas.2009.03.015",2-s2.0-67349241880
"Sheets H.D., Covino K.M., Panasiewicz J.M., Morris S.R.","55663863700;14830225900;14830383200;7403325929;","Comparison of geometric morphometric outline methods in the discrimination of age-related differences in feather shape",2006,"Frontiers in Zoology","3",, 15,"","",,97,"10.1186/1742-9994-3-15",2-s2.0-33749530871
"Sneath P.H.A., Sokal R.R.","",[No title available],1973,"Numerical Taxonomy",,,,"","",,8349,,2-s2.0-0004069901
"Sponheimer M., Reed K.E., Lee-Thorp J.A.","7003895162;7202813556;7004460588;","Combining isotopic and ecomorphological data to refine bovid paleodietary reconstruction: A case study from the Makapansgat Limeworks hominin locality",1999,"Journal of Human Evolution","36","6",,"705","718",,91,"10.1006/jhev.1999.0300",2-s2.0-0033150521
"Vioarsdóttir U.S., O'Higgins P., Stringer C.","6506617331;7004722122;7005875885;","A geometric morphometric study of regional differences in the ontogeny of the modern human facial skeleton",2002,"Journal of Anatomy","201","3",,"211","229",,146,"10.1046/j.1469-7580.2002.00092.x",2-s2.0-0036737886
"Strauss R.E.","7202966775;","Discriminating groups of organisms",2010,"Lecture Notes in Earth Sciences","124",,,"73","91",,53,"10.1007/978-3-540-95853-6_4",2-s2.0-81155160093
"Tabachnick B.G., Fidell L.S.","",[No title available],1996,"Using Multivariate Statistics",,,,"","",,41111,,2-s2.0-0003976359
"Titus K., Mosher J.A., Williams B.K.","57215742641;7004996549;7404502338;","Chance-corrected classification for use in discriminant analysis: ecological applications.",1984,"American Midland Naturalist","111","1",,"1","7",,225,"10.2307/2425535",2-s2.0-0021599005
"Wallace S.C.","7403227413;","Differentiating Microtus xanthognathus and Microtus pennsylvanicus lower first molars using discriminant analysis of landmark data",2006,"Journal of Mammalogy","87","6",,"1261","1269",,19,"10.1644/05-MAMM-A-209R3.1",2-s2.0-33846088949
"Weinand D.C.","6602670607;","A study of parametric versus non-parametric methods for predicting paleohabitat from Southeast Asian Bovid astragali",2007,"Journal of Archaeological Science","34","11",,"1774","1783",,15,"10.1016/j.jas.2006.12.016",2-s2.0-34548755509
"White J.W., Ruttenberg B.I.","36467191300;8967287900;","Discriminant function analysis in marine ecology: Some oversights and their solutions",2007,"Marine Ecology Progress Series","329",,,"301","305",,88,"10.3354/meps329301",2-s2.0-33846990136
"Williams B.K.","7404502338;","Some observations on the use of discriminant analysis in ecology.",1983,"Ecology","64","5",,"1283","1291",,158,"10.2307/1937836",2-s2.0-0020896837
"Wilson C.A., Davidson D.A., Cresser M.S.","35609086400;7402300219;13606201700;","An evaluation of the site specificity of soil elemental signatures for identifying and interpreting former functional areas",2009,"Journal of Archaeological Science","36","10",,"2327","2334",,43,"10.1016/j.jas.2009.06.022",2-s2.0-68349085692
