Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Courtenay L.A., Yravedra J., Huguet R., Aramendi J., Maté-González M.Á., González-Aguilera D., Arriaza M.C.","57200549280;56962776200;7004123299;55827562600;56780291300;24477009700;56786056800;","Combining machine learning algorithms and geometric morphometrics: A study of carnivore tooth marks",2019,"Palaeogeography, Palaeoclimatology, Palaeoecology","522",,,"28","39",,9,"10.1016/j.palaeo.2019.03.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062731527&doi=10.1016%2fj.palaeo.2019.03.007&partnerID=40&md5=603dcfab4653e781c2141f843c24ee4a","Àrea de Prehistòria, Universitat Rovira i Virgili (URV), Avinguda de Catalunya 35, Tarragona, 43002, Spain; Institut de Paleoecologia Humana i Evolució Social (IPHES), Zona Educacional, Campus Sescelades URV (Edifici W3) E3, Tarragona, 43700, Spain; Department of Prehistory, Complutense University, Prof. Aranguren s/n, Madrid, 28040, Spain; C. A. I. Archaeometry and Archaeological Analysis, Complutense University, Professor Aranguren s/n, Madrid, 28040, Spain; Unit Associated to CSIC, Departamento de Paleobiologia, Museo de Ciencias Naturales, calle José Gutiérrez Abascal, s/n, Madrid, 28006, Spain; IDEA (Institute of Evolution in Africa), Covarrubias 36, Madrid, 28010, Spain; Department of Cartography and Terrain Engineering, Polytechnic School of Avila, University of Salamanca, Hornos Caleros 50, Avila, 05003, Spain; School of Geography, Archaeology and Environmental Studies, University of the Witwatersrand, Private Bag 32050, South Africa; Centre of Excellence in Paleosciences, University of the Witwatersrand, Johannesburg, South Africa","Courtenay, L.A., Àrea de Prehistòria, Universitat Rovira i Virgili (URV), Avinguda de Catalunya 35, Tarragona, 43002, Spain, Institut de Paleoecologia Humana i Evolució Social (IPHES), Zona Educacional, Campus Sescelades URV (Edifici W3) E3, Tarragona, 43700, Spain, Department of Prehistory, Complutense University, Prof. Aranguren s/n, Madrid, 28040, Spain; Yravedra, J., Department of Prehistory, Complutense University, Prof. Aranguren s/n, Madrid, 28040, Spain, C. A. I. Archaeometry and Archaeological Analysis, Complutense University, Professor Aranguren s/n, Madrid, 28040, Spain; Huguet, R., Àrea de Prehistòria, Universitat Rovira i Virgili (URV), Avinguda de Catalunya 35, Tarragona, 43002, Spain, Institut de Paleoecologia Humana i Evolució Social (IPHES), Zona Educacional, Campus Sescelades URV (Edifici W3) E3, Tarragona, 43700, Spain, Unit Associated to CSIC, Departamento de Paleobiologia, Museo de Ciencias Naturales, calle José Gutiérrez Abascal, s/n, Madrid, 28006, Spain; Aramendi, J., Department of Prehistory, Complutense University, Prof. Aranguren s/n, Madrid, 28040, Spain, IDEA (Institute of Evolution in Africa), Covarrubias 36, Madrid, 28010, Spain; Maté-González, M.Á., Department of Cartography and Terrain Engineering, Polytechnic School of Avila, University of Salamanca, Hornos Caleros 50, Avila, 05003, Spain; González-Aguilera, D., Department of Cartography and Terrain Engineering, Polytechnic School of Avila, University of Salamanca, Hornos Caleros 50, Avila, 05003, Spain; Arriaza, M.C., School of Geography, Archaeology and Environmental Studies, University of the Witwatersrand, Private Bag 32050, South Africa, Centre of Excellence in Paleosciences, University of the Witwatersrand, Johannesburg, South Africa","Since the 1980s an intense scientific debate has revolved around the hunting capacities of early hominin populations and the behavioral patterns of carnivores sharing the same ecosystem, and thus competing for the same resources. This debate, commonly known as the hunter-scavenger debate, fostered the emergence of a new research line into the Bone Surface Modifications (BSMs) produced by both taphonomic agents. Throughout the following 20 years, multiple studies concerning the action of carnivores have been developed, with a particular focus on the oldest archaeological sites in East Africa. Recent technological advances applied to taphonomy have provided new insight into carnivore BSMs. A newly developed part of this work relies on Geometric Morphometrics (GMM) studies aimed at discerning carnivore agency through the morphologic characterization of tooth scores and pits. GMM studies have produced promising results, however methodological limitations are still present. This paper presents the first combined application of Machine Learning (ML) algorithms and GMM to the analysis of carnivore tooth marks, generating classification rates of 100% between carnivore species in some cases. © 2019 Elsevier B.V.","Artificial Intelligence; Bone Surface modifications; Statistics; Taphonomy","algorithm; archaeology; artificial intelligence; bone; carnivore; hominid; machine learning; morphology; morphometry; statistical analysis; taphonomy; tooth; East Africa",Article,"Final",,Scopus,2-s2.0-85062731527
