Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Picin A., Vaquero M., Weniger G.-C., Carbonell E.","36651632800;56256029800;36718663300;7004942023;","Flake morphologies and patterns of core configuration at the Abric Romaní rock-shelter: A geometric morphometric approach",2014,"Quaternary International","350",,,"84","93",,19,"10.1016/j.quaint.2014.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909641618&doi=10.1016%2fj.quaint.2014.05.004&partnerID=40&md5=cf9a259f5d424de13a1defbe3271a9f5","Neanderthal Museum, Talstrasse 300, Mettmann, D40822, Germany; Institut Català de Paleoecologia Humana i Evolució Social (IPHES), c/ Marcel i Domingo, Campus Sescelades URV (Edifici W3), Tarragona, ES43007, Spain; Universitat Rovira I Virgili, Àrea de Prehistòria, Avinguda Catalunya 35, Tarragona, ES43002, Spain; Institute of Vertebrate Palaeontology and Palaeoanthropology of Beijing (IVP), 142 Xizhimenwai Str., Beijing, China","Picin, A., Neanderthal Museum, Talstrasse 300, Mettmann, D40822, Germany, Institut Català de Paleoecologia Humana i Evolució Social (IPHES), c/ Marcel i Domingo, Campus Sescelades URV (Edifici W3), Tarragona, ES43007, Spain, Universitat Rovira I Virgili, Àrea de Prehistòria, Avinguda Catalunya 35, Tarragona, ES43002, Spain; Vaquero, M., Institut Català de Paleoecologia Humana i Evolució Social (IPHES), c/ Marcel i Domingo, Campus Sescelades URV (Edifici W3), Tarragona, ES43007, Spain, Universitat Rovira I Virgili, Àrea de Prehistòria, Avinguda Catalunya 35, Tarragona, ES43002, Spain; Weniger, G.-C., Neanderthal Museum, Talstrasse 300, Mettmann, D40822, Germany; Carbonell, E., Institut Català de Paleoecologia Humana i Evolució Social (IPHES), c/ Marcel i Domingo, Campus Sescelades URV (Edifici W3), Tarragona, ES43007, Spain, Universitat Rovira I Virgili, Àrea de Prehistòria, Avinguda Catalunya 35, Tarragona, ES43002, Spain, Institute of Vertebrate Palaeontology and Palaeoanthropology of Beijing (IVP), 142 Xizhimenwai Str., Beijing, China","The current debate about Mousterian core technologies mainly focuses on the issues of flake predetermination and the morphological similarities of blanks in discoid and centripetal recurrent Levallois methods. To date, the arguments presented have either been based on qualitative analyses of the cores or on the use of ratios of linear measurements to infer the shape of the detached flakes. This paper presents the results of applying 2D geometric morphometric analysis to the flake assemblages in the archaeological collections from the O and M levels of the Abric Romaní rock-shelter and from materials produced by experimental knapping. The results reveal a pattern of core configuration in the Levallois artefacts from level O and a high level of morphological correspondence between the core-edge flake outlines in discoid and Levallois recurrent centripetal technologies. This evidence reinforces the hypothesis that the discoid and the Levallois recurrent centripetal methods share some techno-morphological features. The knappers' ability and the purposes of the reduction sequences play important roles in metrically differentiating between them, otherwise the differences between the two methods would be even smaller. The use of geometric morphometric analysis of flake assemblages can enhance discussions of flaking technologies in lithic studies and quantitatively improve our understanding of the patterns of core configuration and the skills of the prehistoric knappers. © 2014 Elsevier Ltd and INQUA.","Discoid technology; Geometric morphometric analysis; Levallois technology; Lithic technology; Middle Paleolithic","archaeology; artifact; morphometry; Paleolithic; shelter; Discoidae",Article,"Final",,Scopus,2-s2.0-84909641618
