Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Buchanan B., Kilby J.D., Huckell B.B., O'Brien M.J., Collard M.","11241802300;37040610800;15127093100;36128081000;7102608373;","A morphometric assessment of the intended function of cached Clovis points",2012,"PLoS ONE","7","2", e30530,"","",,28,"10.1371/journal.pone.0030530",2-s2.0-84856795784
"Costa A.G.","36999872500;","A geometric morphometric assessment of plan shape in bone and stone acheulean bifaces from the Middle Pleistocene site of Castel di Guido, Latium, Italy",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"23","41",,58,"10.1007/978-1-4419-6861-6_2",2-s2.0-80051798141
"CRAMPTON J.S.","7005574651;","Elliptic Fourier shape analysis of fossil bivalves: some practical considerations",1995,"Lethaia","28","2",,"179","186",,225,"10.1111/j.1502-3931.1995.tb01611.x",2-s2.0-0029535455
"Crampton J.S., Haines A.J.","","Users' Manual for Programs HANGLE, HMATCH, and HCURVE for the Fourier Shape Analysis of Two-dimensional Outlines",1996,"Users' Manual for Programs HANGLE, HMATCH, AND HCURVE for the Fourier Shape Analysis of Two-dimensional Outlines",,,,"1","28",,15,,2-s2.0-69549137392
"Chacón M.G., Bargalló A., Gómez B., Picin A., Vaquero M., Carbonell E.","","Continuity or discontinuity of Neanderthal technological behaviors during Mis 3: level M and level O of the Abric Romaní site (Capellades, Spain)",2013,"Pleistocene Foragers on the Iberian Peninsula",,,,"55","84",,19,,2-s2.0-84898808357
"Delagnes A., Jaubert J., Meignen L.","","Les technocomplexes du Paléolithique moyen en Europe occidentale dans leur cadre diachronique et géographique",2007,"Les Néandertaliens. Biologie et cultures",,,,"213","229",,50,,2-s2.0-79958745488
"Delagnes A., Meignen L.","","Diversity of lithic production systems during the Middle Paleolithic in France",2006,"Transitions before the Transition: Evolution and Stability in the Middle Paleolithic and Middle Stone Age",,,,"85","107",,71,,2-s2.0-33751518160
"Dibble H.L.","","The implications of stone tool types for the presence of language during the Lower and Middle Palaeolithic",1989,"The Human Revolution: Behavioural and Biological Perspectives on the Origins of Modern Humans",,,,"415","432",,80,,2-s2.0-0003051880
"Dibble H.L., Bar-Yosef O.","","The Definition and Interpretation of Levallois Technology",1995,"The Definition and Interpretation of Levallois Technology",,,,"","",,88,,2-s2.0-0003505362
"Eren M.I., Lycett S.J.","23975681200;9434693200;","Why Levallois? A morphometric comparison of experimental 'preferential' Levallois flakes versus debitage flakes",2012,"PLoS ONE","7","1", e29273,"","",,81,"10.1371/journal.pone.0029273",2-s2.0-84856112566
"Fernández-Laso M.C., Navarro M.G.C., García-Antón M.D., Rivals F.","11239298600;57201735968;6507265433;22136269300;","Territorial Mobility of Neanderthal Groups: A Case Study from Level M of Abric Romaní (Capellades, Barcelona, Spain)",2011,"Vertebrate Paleobiology and Paleoanthropology",,"9789400704145",,"187","202",,17,"10.1007/978-94-007-0415-2_17",2-s2.0-84855864943
"Fernández-Laso M.C., Rivals F., Rosell J.","11239298600;22136269300;35747067100;","Intra-Site changes in seasonality and their consequences on the faunal assemblages from abric romaní (middle palaeolithic, Spain)",2010,"Quaternaire","21","2",,"155","163",,17,,2-s2.0-77953948177
"Fernández-Laso M.C.","","Remontajes de Restos Faunísticos y Relaciones entre Áreas Domésticas en los niveles K, L y M del Abric Romaní (Capellades, Barcelona, España)",2010,"Remontajes de restos faunísticos y relaciones entre àrea domésticas en los niveles K, L, y M del Abric Romaní (Capellades, Barcelona, España)",,,,"","",,18,,2-s2.0-84909645874
"Gabucio M.J., Cáceres I., Rosell J.","37005445300;6602553935;35747067100;","Evaluating post-depositional processes in level O of the Abric Romaní archaeological site",2012,"Neues Jahrbuch fur Geologie und Palaontologie - Abhandlungen","265","2",,"147","163",,10,"10.1127/0077-7749/2012/0252",2-s2.0-84876134961
"Gabucio M.J., Cáceres I., Rodríguez-Hidalgo A., Rosell J., Saladié P.","37005445300;6602553935;36140426200;35747067100;16639666300;","A wildcat (Felis silvestris) butchered by neanderthals in level O of the Abric Romaní site (Capellades, Barcelona, Spain)",2014,"Quaternary International","326-327",,,"307","318",,26,"10.1016/j.quaint.2013.10.051",2-s2.0-84897062895
"Geneste J.-M.","","Analyse lithique d'industries moustériennes du Périgord: Une approche technologique du comportement des groupes humains au Paléolithique moyen",1985,"Analyse Lithique d'Industries Moustériennes du Périgord: Une Approche Technologique du Comportement des Groupes Humains Au Paléolithique Moyen",,,,"","",,198,,2-s2.0-0004072682
"Geneste J.-M., Jaubert J., Lenoir M., Meignen L., Turq A.","","Approche technologique des Moustériens charentiens du sud-ouest de la France et du Languedoc oriental",1997,"Paléo","9","9",,"101","142",,42,,2-s2.0-0001676051
"Gero J., Mazzullo J.","21233708700;6701408345;","Analysis of artifact shape using fourier series in closed form",1984,"Journal of Field Archaeology","11","3",,"315","322",,32,"10.1179/009346984791535467",2-s2.0-84974919616
"Grosman L., Smikt O., Smilansky U.","25636007900;24492599300;7003922083;","On the application of 3-D scanning technology for the documentation and typology of lithic artifacts",2008,"Journal of Archaeological Science","35","12",,"3101","3110",,79,"10.1016/j.jas.2008.06.011",2-s2.0-51249089236
"Gunz P., Mitteroecker P., Bookstein F.L.","","Semilandmarks in three dimensions",2005,"Modern Morphometrics in Physical Anthropology",,,,"73","98",,432,,2-s2.0-18944380089
"John Haines A., Crampton J.S.","18437159500;7005574651;","Improvements to the method of Fourier shape analysis as applied in morphometric studies",2000,"Palaeontology","43","4",,"765","783",,92,,2-s2.0-0033758975
"Hammer Ø., Harper D.A.T., Ryan P.D.","25624260900;55745283900;7402922193;","Past: Paleontological statistics software package for education and data analysis",2001,"Palaeontologia Electronica","4","1",,"XIX","XX",,14157,,2-s2.0-34748886657
"Inizan M.-L., Roche H., Tixier J.","","Technology of Knapped Stone",1992,"Technology of Knapped Stone",,,,"","",,114,,2-s2.0-0038131686
"Ioviţǎ R.","6506567945;","Ontogenetic scaling and lithic systematics: method and application",2009,"Journal of Archaeological Science","36","7",,"1447","1457",,36,"10.1016/j.jas.2009.02.008",2-s2.0-67349226101
"Ioviţǎ R.","6506567945;","Comparing stone tool resharpening trajectories with the aid of elliptical fourier analysis",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"235","253",,42,"10.1007/978-1-4419-6861-6_10",2-s2.0-84892114029
"Iovita R.","6506567945;","Shape variation in aterian tanged tools and the origins of projectile technology: A morphometric perspective on stone tool function",2011,"PLoS ONE","6","12", e29029,"","",,66,"10.1371/journal.pone.0029029",2-s2.0-84455192786
"Iovita R., McPherron S.P.","6506567945;6506777264;","The handaxe reloaded: A morphometric reassessment of Acheulian and Middle Paleolithic handaxes",2011,"Journal of Human Evolution","61","1",,"61","74",,70,"10.1016/j.jhevol.2011.02.007",2-s2.0-79956090095
"Jaubert J., Farizy C.","","Levallois debitage: exclusivity, absence, or coexistence with other operative schemes (Garonne Basin, SW France)",1995,"The Definition and Interpretation of Levallois Technology",,"23",,"227","248",,21,,2-s2.0-33746123604
"Jaubert J., Mourre V.","","Coudoulous, Le rescoundudou, mauran: Diversité des matières premières et variabilité des schémas de production d'éclats",1996,"Quaternaria Nova","6",,,"313","341",,40,,2-s2.0-0007027011
"Kuhl F.P., Giardina C.R.","7003979887;35548158500;","Elliptic Fourier features of a closed contour",1982,"Computer Graphics and Image Processing","18","3",,"236","258",,1114,"10.1016/0146-664X(82)90034-X",2-s2.0-0019999399
"Kuhn S.L.","7103392233;","On standardization in the Paleolithic",2010,"Stone Tools and the Evolution of Human Cognition",,,,"105","134",,6,,2-s2.0-84856084881
"Lenoir M., Turq A.","","Recurrent, centripetal debitage or discoid vs. Levallois, in the northeast of the Aquitaine Basin: Continuity or discontinuity?",1995,"The Definition and Interpretation of Levallois Technology",,,,"249","256",,35,,2-s2.0-0005741182
"Locht J.-L., Swinnen C.","","Le débitage discoïde du gisement de Beauvais (Oise): Aspects de la chaîne opératoire au travers de quelques remontages",1994,"Paléo","6","6",,"89","104",,30,,2-s2.0-4243236839
"Lycett S.J., Von Cramon-Taubadel N.","9434693200;23471109300;","A 3D morphometric analysis of surface geometry in Levallois cores: Patterns of stability and variability across regions and their implications",2013,"Journal of Archaeological Science","40","3",,"1508","1517",,39,"10.1016/j.jas.2012.11.005",2-s2.0-84871442389
"Martí J.C.i., Moreno J.M., Torcal R.M., de la Torre I.","26534588400;23470273200;7006807762;6602367706;","Middle Palaeolithic technical strategies in the southeastern Pyrenees [Stratégies techniques dans le Paléolithique Moyen du sud-est des Pyrénées]",2009,"Anthropologie","113","2",,"313","340",,16,"10.1016/j.anthro.2009.04.004",2-s2.0-67649819399
"Meignen L.","","L'abri des Canalettes: un habitat moustérien sur les grands Causses (Nant, Aveyron) Fouilles 1980–1986",1993,"L¥abri des Cannalettes: un habitat moustèrien sur les Grands causses (Nant, Aveyron). Fouilles 1980-86",,,,"","",,34,,2-s2.0-0006565169
"Moncel M.-H.","","Les niveaux moustériens de la grotte Saint-Marcel (Ardèche). Fouilles R. Gilles. Reconnaissance de niveaux à débitage discoïde dans la vallée du Rhône",1998,"Bulletin de la Société Préhistorique Française","95","2",,"141","170",,25,,2-s2.0-30444436574
"Mourre V.","","Discoïde ou pas discoïde? Réflexions sur la pertinence des critères techniques définissant le débitage discoïde",2003,"BAR International Series","1120",,,"1","18",,57,,2-s2.0-30444440416
"Noble W., Davidson I.","",[No title available],1996,"Human Evolution, Language and Mind",,,,"","",,304,,2-s2.0-0003654239
"Ohnuma K.","","An analysis of the by-products of experimental manufacture of classical Levallois flakes",1990,"Al-Rafidian","9",,,"113","141",,1,,2-s2.0-84909587352
"Pasty J.-F.","","Le gisement paléolithique moyen de Meillers (Allier): un exemple de la variabilité du débitage Discoïde",2000,"Bulletin de la Société Préhistorique Française","97","2",,"165","190",,19,,2-s2.0-30444456488
"Picin A.","",[No title available],2014,"The Technological Change in the Western Mediterranean During the MIS 3",,,,"362","",,3,,2-s2.0-84909600450
"Picin A., Peresani M., Falguères C., Gruppioni G., Bahain J.-J.","36651632800;7801552498;7004150340;24481339600;6602871379;","San Bernardino Cave (Italy) and the Appearance of Levallois Technology in Europe: Results of a Radiometric and Technological Reassessment",2013,"PLoS ONE","8","10", e76182,"","",,29,"10.1371/journal.pone.0076182",2-s2.0-84885786985
"Picin A., Peresani M., Vaquero M.","36651632800;7801552498;56256029800;","Application of a new typological approach to classifying denticulate and notched tools: The study of two Mousterian lithic assemblages",2011,"Journal of Archaeological Science","38","3",,"711","722",,18,"10.1016/j.jas.2010.10.025",2-s2.0-78650311108
[No author name available],[No author id available],[No title available],2012,"R: A Language and Environment for Statistical Computing",,,,"","",,78973,,2-s2.0-84863304598
"Rezek Z., Lin S., Iovita R., Dibble H.L.","26647716500;55579447400;6506567945;6508048550;","The relative effects of core surface morphology on flake shape and other attributes",2011,"Journal of Archaeological Science","38","6",,"1346","1359",,43,"10.1016/j.jas.2011.01.014",2-s2.0-79954632125
"Rohlf F.J.","",[No title available],2010,"TpsDig2",,,,"","",,54,,2-s2.0-80052414663
"Saragusti I., Sharon I., Katzenelson O., Avnir D.","6508203860;6603369776;6506892493;7006164534;","Quantitative analysis of the symmetry of artefacts: Lower Paleolithic handaxes",1998,"Journal of Archaeological Science","25","8",,"817","825",,57,"10.1006/jasc.1997.0265",2-s2.0-0002206879
"Schlanger N.","56031262700;","Understanding Levallois: Lithic technology and cognitive archaeology",1996,"Cambridge Archaeological Journal","6","2",,"231","254",,98,,2-s2.0-0000537339
"Schneider S., Fürsich F.T., Schulz-Mirbach T., Werner W.","24081433900;7003772346;13608956100;24777557300;","Ecophenotypic plasticity versus evolutionary trends - Morphological variability in upper Jurassic Bivalve shells from Portugal",2010,"Acta Palaeontologica Polonica","55","4",,"701","732",,15,"10.4202/app.2009.0062",2-s2.0-78650504632
"Simon M.S., Korn D., Koenemann S.","55460231900;57194609577;6602273966;","Temporal patterns in disparity and diversity of the Jurassic ammonoids of southern Germany",2011,"Fossil Record","14","1",,"77","94",,8,"10.1002/mmng.201000016",2-s2.0-79960850796
"Slimak L.","","La variabilité des débitages discoïdes au Paléolithique moyen, diversité des méthodes et unité d'un concept - L'exemple des gisements de la Baume Néron (Soyons, Ardèche) et du Champ Grand (Saint-Maurice-sur-Loire, Loire)",1998,"Préhist. Anthropol. Méditerr.","7-8",,,"75","88",,11,,2-s2.0-0012819961
"Slimak L.","","Les débitages discoïdes moustériens, évaluation d'un concept de débitage",2003,"BAR International Series","1120",,,"33","65",,26,,2-s2.0-38549117300
"Turq A.","","Paléolithique inférieur et moyen entre Dordogne et Lot",2000,"Paléo","2","SUPPL. 2",,"1","456",,43,,2-s2.0-14744293161
"Vallverdú-Poch J., Gómez de Soler B., Vaquero M., Bischoff J.L.","6507913293;36843939500;56256029800;7101715751;","The Abric Romaní site and the Capellades region",2012,"Vertebrate Paleobiology and Paleoanthropology",,"9789400739215",,"19","46",,24,"10.1007/978-94-007-3922-2_2",2-s2.0-85015789342
"Vallverdú J., Alonso S., Bargalló A., Bartrolí R., Campeny G., Carrancho Á., Expósito I., Fontanals M., Gabucio J., Gómez B., Prats J.M., Sañudo P., Solé À., Vilalta J., Carbonell E.","6507913293;35226312300;35241979000;57211650487;36766728000;23468646700;36343224700;35198042800;37005445300;36843939500;55956251100;55095798200;35243980300;54797097300;7004942023;","Combustion structures of archaeological level O and mousterian activity areas with use of fire at the Abric Romaní rockshelter (NE Iberian Peninsula)",2012,"Quaternary International","247","1",,"313","324",,59,"10.1016/j.quaint.2010.12.012",2-s2.0-84655164910
"Van Peer P., Vermeersch P.M., Paulissen E.","","Chert Quarrying, Lithic Technology and a Modern Human Burial at the Paleolithic Site of Taramsa I, Upper Egypt. Egyptian Prehistory Monographs 5",2010,"Chert Quarrying, Lithic Technology and a Modern Human Burial at the Palaeolithic Site of Taramsa 1, Upper Egypt",,,,"","",,50,,2-s2.0-79953042597
"Vaquero M.","","Variabilidad de las estrategias de talla y cambio tecnológico en el Paleolítico Medio del Abric Romaní (Capellades, Barcelona)",1999,"Trabajos de Prehistoria","56","2",,"37","58",,16,,2-s2.0-30444448644
"Vaquero M., Carbonell E.","","A temporal perspective on the variability of the discoid method in the Iberian Peninsula",2003,"Discoid Lithic Technology. Advances and Implications",,,,"67","82",,18,,2-s2.0-30444453387
"Vaquero M., Chacón M.G., Cuartero F., García-Antón M.D., Gómez de Soler B., Martínez K.","56256029800;11240229900;36476024800;6507265433;36843939500;11239032500;","The lithic assemblage of level J",2012,"Vertebrate Paleobiology and Paleoanthropology",,"9789400739215",,"189","311",,31,"10.1007/978-94-007-3922-2_7",2-s2.0-84923563845
"Vaquero M., Chacón M.G., García-Antón M.D., Gómez de Soler B., Martínez K., Cuartero F.","56256029800;11240229900;6507265433;36843939500;11239032500;36476024800;","Time and space in the formation of lithic assemblages: The example of Abric Romaní Level J",2012,"Quaternary International","247","1",,"162","181",,63,"10.1016/j.quaint.2010.12.015",2-s2.0-84655168089
